train_task,candidate,branch,object_mass,object_friction,angle_offset_deg,offset,distance,energy,success,progress,normal_impulse,tangent_impulse,contact_steps,yaw_abs,full_token
38,6,source_heavy_stiff,0.180000,0.850000,-38.000000,0.026000,0.293277,0.454697,0.000000,0.084537,1.000464,0.774226,15,2.909756,1
38,7,source_heavy_stiff,0.180000,0.850000,-38.000000,0.026000,0.391036,0.479940,0.000000,-0.072861,1.068387,0.759081,9,1.884240,1
38,8,source_heavy_stiff,0.180000,0.850000,-38.000000,0.026000,0.488795,0.497455,0.000000,-0.278901,0.989922,0.581287,10,0.115364,4
38,9,source_heavy_stiff,0.180000,0.850000,-20.000000,-0.026000,0.293277,0.117846,1.000000,0.801906,0.437542,0.253397,9,0.991949,7
38,10,source_heavy_stiff,0.180000,0.850000,-20.000000,-0.026000,0.391036,0.345943,0.000000,0.354737,0.616162,0.500294,7,2.649334,0
38,11,source_heavy_stiff,0.180000,0.850000,-20.000000,-0.026000,0.488795,0.449489,0.000000,0.054537,1.287553,0.808087,11,2.326937,1
38,12,source_heavy_stiff,0.180000,0.850000,-20.000000,0.000000,0.293277,0.219468,0.000000,0.623020,0.843070,0.740705,15,1.973710,0
38,13,source_heavy_stiff,0.180000,0.850000,-20.000000,0.000000,0.391036,0.396384,0.000000,0.241052,1.036260,0.901086,12,2.869201,0
38,14,source_heavy_stiff,0.180000,0.850000,-20.000000,0.000000,0.488795,0.542226,0.000000,-0.188647,0.707950,0.541131,12,2.364102,4
38,15,source_heavy_stiff,0.180000,0.850000,-20.000000,0.026000,0.293277,0.212803,0.000000,0.540994,0.800655,0.697077,16,0.902091,6
38,16,source_heavy_stiff,0.180000,0.850000,-20.000000,0.026000,0.391036,0.356709,0.000000,0.211509,1.128511,0.962993,18,1.418240,2
38,17,source_heavy_stiff,0.180000,0.850000,-20.000000,0.026000,0.488795,0.458094,0.000000,-0.030267,0.849361,0.637563,14,1.661767,4
38,18,source_heavy_stiff,0.180000,0.850000,0.000000,-0.026000,0.293277,0.112208,0.000000,0.791863,0.769312,0.621787,11,0.722961,0
38,19,source_heavy_stiff,0.180000,0.850000,0.000000,-0.026000,0.391036,0.248871,0.000000,0.427401,0.540045,0.303448,14,0.656448,5
38,20,source_heavy_stiff,0.180000,0.850000,0.000000,-0.026000,0.488795,0.363494,0.000000,0.081422,0.569679,0.329760,13,0.158745,5
38,21,source_heavy_stiff,0.180000,0.850000,0.000000,0.000000,0.293277,0.188470,0.000000,0.643557,0.514600,0.212958,7,1.308673,3
38,22,source_heavy_stiff,0.180000,0.850000,0.000000,0.000000,0.391036,0.367206,0.000000,0.210333,0.577321,0.240790,7,1.705545,3
38,23,source_heavy_stiff,0.180000,0.850000,0.000000,0.000000,0.488795,0.521644,0.000000,-0.114049,1.215715,0.774142,8,2.577431,1
38,24,source_heavy_stiff,0.180000,0.850000,0.000000,0.026000,0.293277,0.100417,1.000000,0.812650,0.586917,0.562754,9,0.609378,6
38,25,source_heavy_stiff,0.180000,0.850000,0.000000,0.026000,0.391036,0.239949,0.000000,0.451455,0.303292,0.301174,9,0.659924,7
38,26,source_heavy_stiff,0.180000,0.850000,0.000000,0.026000,0.488795,0.333055,0.000000,0.242208,0.246916,0.293217,8,1.016350,7
38,27,source_heavy_stiff,0.180000,0.850000,20.000000,-0.026000,0.293277,0.362646,0.000000,0.340320,0.339038,0.114319,10,3.027537,3
38,28,source_heavy_stiff,0.180000,0.850000,20.000000,-0.026000,0.391036,0.378592,0.000000,0.233058,0.534292,0.250077,9,2.274993,3
38,29,source_heavy_stiff,0.180000,0.850000,20.000000,-0.026000,0.488795,0.399638,0.000000,0.017079,1.413483,0.977211,11,0.500209,1
38,30,source_heavy_stiff,0.180000,0.850000,20.000000,0.000000,0.293277,0.246247,0.000000,0.513203,0.963965,0.613261,12,1.559083,6
38,31,source_heavy_stiff,0.180000,0.850000,20.000000,0.000000,0.391036,0.411212,0.000000,0.166949,1.150808,0.715301,13,2.496774,1
38,32,source_heavy_stiff,0.180000,0.850000,20.000000,0.000000,0.488795,0.573875,0.000000,-0.322928,1.157684,0.607514,9,1.825828,9
38,33,source_heavy_stiff,0.180000,0.850000,20.000000,0.026000,0.293277,0.133791,1.000000,0.875969,0.340958,0.146457,9,2.243146,3
38,34,source_heavy_stiff,0.180000,0.850000,20.000000,0.026000,0.391036,0.198721,0.000000,0.734401,1.109364,0.760648,8,2.521614,6
38,35,source_heavy_stiff,0.180000,0.850000,20.000000,0.026000,0.488795,0.198002,0.000000,0.517109,1.204939,0.755451,9,0.110886,6
38,36,source_heavy_stiff,0.180000,0.850000,38.000000,-0.026000,0.293277,0.445810,0.000000,0.092610,0.855566,0.578836,10,2.742558,1
38,37,source_heavy_stiff,0.180000,0.850000,38.000000,-0.026000,0.391036,0.474995,0.000000,-0.051894,1.000858,0.669942,7,1.968180,1
38,38,source_heavy_stiff,0.180000,0.850000,38.000000,-0.026000,0.488795,0.481791,0.000000,-0.235288,0.491386,0.247432,7,0.136340,8
38,39,source_heavy_stiff,0.180000,0.850000,38.000000,0.000000,0.293277,0.343024,0.000000,0.158671,1.111286,0.776115,10,0.515498,1
38,40,source_heavy_stiff,0.180000,0.850000,38.000000,0.000000,0.391036,0.470287,0.000000,-0.108373,1.268127,0.813872,10,1.226934,1
38,41,source_heavy_stiff,0.180000,0.850000,38.000000,0.000000,0.488795,0.642524,0.000000,-0.409826,0.876670,0.377926,14,2.853688,8
38,42,source_heavy_stiff,0.180000,0.850000,38.000000,0.026000,0.293277,0.214578,0.000000,0.722762,0.808320,0.558610,10,2.905478,6
38,43,source_heavy_stiff,0.180000,0.850000,38.000000,0.026000,0.391036,0.205999,0.000000,0.665153,0.387701,0.146288,7,1.985633,3
38,44,source_heavy_stiff,0.180000,0.850000,38.000000,0.026000,0.488795,0.259104,0.000000,0.412824,0.719461,0.297523,9,0.736349,5
39,0,source_nominal,0.340000,0.180000,-38.000000,-0.026000,0.262997,0.219491,0.000000,0.664657,0.678705,0.355105,12,2.812607,0
39,1,source_nominal,0.340000,0.180000,-38.000000,-0.026000,0.350662,0.231525,0.000000,0.494458,0.806737,0.437642,11,1.466744,0
39,2,source_nominal,0.340000,0.180000,-38.000000,-0.026000,0.438328,0.248583,0.000000,0.307706,0.646351,0.356184,10,0.104915,5
39,3,source_nominal,0.340000,0.180000,-38.000000,0.000000,0.262997,0.314606,0.000000,0.107923,0.884323,0.312348,16,0.166860,5
39,4,source_nominal,0.340000,0.180000,-38.000000,0.000000,0.350662,0.429048,0.000000,-0.222927,1.089876,0.413395,15,0.199269,5
39,5,source_nominal,0.340000,0.180000,-38.000000,0.000000,0.438328,0.554628,0.000000,-0.589266,0.936823,0.354752,13,0.208014,4
39,6,source_nominal,0.340000,0.180000,-38.000000,0.026000,0.262997,0.445400,0.000000,-0.008243,0.682344,0.345761,12,2.784725,4
39,7,source_nominal,0.340000,0.180000,-38.000000,0.026000,0.350662,0.467704,0.000000,-0.150376,0.822900,0.376875,11,2.002640,4
39,8,source_nominal,0.340000,0.180000,-38.000000,0.026000,0.438328,0.458126,0.000000,-0.309862,0.670715,0.361781,10,0.142471,4
39,9,source_nominal,0.340000,0.180000,-20.000000,-0.026000,0.262997,0.170948,0.000000,0.709431,0.545644,0.205684,12,1.857011,3
39,10,source_nominal,0.340000,0.180000,-20.000000,-0.026000,0.350662,0.296100,0.000000,0.423044,0.640747,0.323810,11,2.623743,0
39,11,source_nominal,0.340000,0.180000,-20.000000,-0.026000,0.438328,0.414209,0.000000,0.109437,1.039565,0.659831,11,2.927064,1
39,12,source_nominal,0.340000,0.180000,-20.000000,0.000000,0.262997,0.234227,0.000000,0.520022,0.817393,0.451512,15,1.840303,0
39,13,source_nominal,0.340000,0.180000,-20.000000,0.000000,0.350662,0.374565,0.000000,0.152774,1.022927,0.537838,14,2.261966,1
39,14,source_nominal,0.340000,0.180000,-20.000000,0.000000,0.438328,0.516891,0.000000,-0.207712,1.197981,0.648460,15,2.805546,1
39,15,source_nominal,0.340000,0.180000,-20.000000,0.026000,0.262997,0.363522,0.000000,0.263977,0.509444,0.242163,13,3.067818,3
39,16,source_nominal,0.340000,0.180000,-20.000000,0.026000,0.350662,0.379479,0.000000,0.109200,0.621713,0.313346,13,1.982574,5
39,17,source_nominal,0.340000,0.180000,-20.000000,0.026000,0.438328,0.385178,0.000000,-0.052127,0.677784,0.506399,12,0.541157,5
39,18,source_nominal,0.340000,0.180000,0.000000,-0.026000,0.262997,0.128703,0.000000,0.688822,0.410268,0.377559,13,0.451482,7
39,19,source_nominal,0.340000,0.180000,0.000000,-0.026000,0.350662,0.260865,0.000000,0.349161,0.538630,0.492193,12,0.905287,0
39,20,source_nominal,0.340000,0.180000,0.000000,-0.026000,0.438328,0.379669,0.000000,0.101193,0.871877,0.800901,13,1.860782,1
39,21,source_nominal,0.340000,0.180000,0.000000,0.000000,0.262997,0.191743,0.000000,0.471102,0.907674,0.419428,14,0.155193,5
39,22,source_nominal,0.340000,0.180000,0.000000,0.000000,0.350662,0.333005,0.000000,0.058028,0.800391,0.349585,14,0.161773,5
39,23,source_nominal,0.340000,0.180000,0.000000,0.000000,0.438328,0.479520,0.000000,-0.347064,0.910500,0.344978,13,0.395354,5
39,24,source_nominal,0.340000,0.180000,0.000000,0.026000,0.262997,0.178055,0.000000,0.637451,0.669133,0.456726,15,1.366635,6
39,25,source_nominal,0.340000,0.180000,0.000000,0.026000,0.350662,0.313007,0.000000,0.314820,0.803773,0.553260,14,2.064244,6
39,26,source_nominal,0.340000,0.180000,0.000000,0.026000,0.438328,0.447964,0.000000,0.006056,0.771899,0.586386,14,2.895534,1
39,27,source_nominal,0.340000,0.180000,20.000000,-0.026000,0.262997,0.314346,0.000000,0.346304,0.517185,0.236573,14,2.455895,3
39,28,source_nominal,0.340000,0.180000,20.000000,-0.026000,0.350662,0.386297,0.000000,0.187994,0.817123,0.496002,15,2.936443,0
39,29,source_nominal,0.340000,0.180000,20.000000,-0.026000,0.438328,0.415371,0.000000,0.025070,0.751311,0.482992,13,2.147496,1
39,30,source_nominal,0.340000,0.180000,20.000000,0.000000,0.262997,0.208977,0.000000,0.551225,0.657354,0.497480,15,1.419470,6
39,31,source_nominal,0.340000,0.180000,20.000000,0.000000,0.350662,0.349287,0.000000,0.191472,0.835907,0.637894,15,1.912534,2
39,32,source_nominal,0.340000,0.180000,20.000000,0.000000,0.438328,0.492167,0.000000,-0.192136,0.770176,0.474968,14,2.249191,1
39,33,source_nominal,0.340000,0.180000,20.000000,0.026000,0.262997,0.153228,1.000000,0.798318,0.496547,0.119617,11,2.207037,3
39,34,source_nominal,0.340000,0.180000,20.000000,0.026000,0.350662,0.259204,0.000000,0.566227,0.563740,0.268772,9,2.948941,6
39,35,source_nominal,0.340000,0.180000,20.000000,0.026000,0.438328,0.342156,0.000000,0.260781,1.016598,0.524514,10,2.326365,6
39,36,source_nominal,0.340000,0.180000,38.000000,-0.026000,0.262997,0.433669,0.000000,0.031837,0.721933,0.258102,15,2.835679,8
39,37,source_nominal,0.340000,0.180000,38.000000,-0.026000,0.350662,0.436019,0.000000,-0.074801,0.918536,0.463756,15,1.825417,1
39,38,source_nominal,0.340000,0.180000,38.000000,-0.026000,0.438328,0.433413,0.000000,-0.208830,0.599759,0.216532,12,0.409700,8
39,39,source_nominal,0.340000,0.180000,38.000000,0.000000,0.262997,0.309462,0.000000,0.264141,0.623594,0.281006,15,1.524835,8
39,40,source_nominal,0.340000,0.180000,38.000000,0.000000,0.350662,0.429720,0.000000,-0.041637,0.838429,0.277961,14,1.964928,8
39,41,source_nominal,0.340000,0.180000,38.000000,0.000000,0.438328,0.570039,0.000000,-0.439517,1.225079,0.566187,14,2.090963,1
39,42,source_nominal,0.340000,0.180000,38.000000,0.026000,0.262997,0.200314,0.000000,0.685829,0.362107,0.230253,12,2.468680,6
39,43,source_nominal,0.340000,0.180000,38.000000,0.026000,0.350662,0.186737,0.000000,0.645665,0.503102,0.353624,13,1.643725,6
39,44,source_nominal,0.340000,0.180000,38.000000,0.026000,0.438328,0.205294,0.000000,0.480238,0.514282,0.275700,9,0.530203,6
40,0,source_nominal,0.120000,0.650000,-38.000000,-0.026000,0.305588,0.292436,0.000000,0.354632,0.311030,0.264906,12,0.878926,0
40,1,source_nominal,0.120000,0.650000,-38.000000,-0.026000,0.407450,0.357300,0.000000,0.132444,0.241720,0.207098,12,0.186880,4
40,2,source_nominal,0.120000,0.650000,-38.000000,-0.026000,0.509313,0.518715,0.000000,-0.216349,0.482529,0.403244,12,0.836249,4
40,3,source_nominal,0.120000,0.650000,-38.000000,0.000000,0.305588,0.318561,0.000000,0.296033,0.432032,0.387271,8,0.969421,0
40,4,source_nominal,0.120000,0.650000,-38.000000,0.000000,0.407450,0.435595,0.000000,0.056221,0.534845,0.479111,10,1.570658,1
40,5,source_nominal,0.120000,0.650000,-38.000000,0.000000,0.509313,0.579434,0.000000,-0.243585,0.301128,0.264282,7,2.266220,4
40,6,source_nominal,0.120000,0.650000,-38.000000,0.026000,0.305588,0.351639,0.000000,0.197849,0.230374,0.182220,13,0.815471,4
40,7,source_nominal,0.120000,0.650000,-38.000000,0.026000,0.407450,0.410924,0.000000,0.044825,0.280020,0.206458,12,0.738220,4
40,8,source_nominal,0.120000,0.650000,-38.000000,0.026000,0.509313,0.552940,0.000000,-0.262313,0.224019,0.174403,9,1.299617,4
40,9,source_nominal,0.120000,0.650000,-20.000000,-0.026000,0.305588,0.149414,0.000000,0.798128,0.527495,0.368221,12,1.756932,0
40,10,source_nominal,0.120000,0.650000,-20.000000,-0.026000,0.407450,0.278484,0.000000,0.550078,0.628616,0.415173,9,2.609840,0
40,11,source_nominal,0.120000,0.650000,-20.000000,-0.026000,0.509313,0.390574,0.000000,0.246888,0.372939,0.178716,11,2.360404,9
40,12,source_nominal,0.120000,0.650000,-20.000000,0.000000,0.305588,0.277981,0.000000,0.381028,0.487320,0.365641,10,0.761402,0
40,13,source_nominal,0.120000,0.650000,-20.000000,0.000000,0.407450,0.383827,0.000000,0.118561,0.601896,0.437578,9,0.789382,0
40,14,source_nominal,0.120000,0.650000,-20.000000,0.000000,0.509313,0.601395,0.000000,-0.262437,0.281793,0.188089,9,2.682649,9
40,15,source_nominal,0.120000,0.650000,-20.000000,0.026000,0.305588,0.461168,0.000000,0.411318,0.074548,0.077410,3,0.048663,7
40,16,source_nominal,0.120000,0.650000,-20.000000,0.026000,0.407450,0.284156,0.000000,0.348766,0.159579,0.161953,5,0.518486,7
40,17,source_nominal,0.120000,0.650000,-20.000000,0.026000,0.509313,0.410106,0.000000,0.131954,0.249903,0.265683,4,1.631936,9
40,18,source_nominal,0.120000,0.650000,0.000000,-0.026000,0.305588,0.258150,0.000000,0.632555,0.486711,0.408715,10,3.010312,0
40,19,source_nominal,0.120000,0.650000,0.000000,-0.026000,0.407450,0.241149,0.000000,0.585325,0.581869,0.390936,10,1.937688,0
40,20,source_nominal,0.120000,0.650000,0.000000,-0.026000,0.509313,0.260501,0.000000,0.444766,0.579236,0.345099,10,0.859012,0
40,21,source_nominal,0.120000,0.650000,0.000000,0.000000,0.305588,0.215556,0.000000,0.646056,0.268528,0.120296,11,1.944473,3
40,22,source_nominal,0.120000,0.650000,0.000000,0.000000,0.407450,0.364852,0.000000,0.276983,0.398984,0.193949,8,2.020560,3
40,23,source_nominal,0.120000,0.650000,0.000000,0.000000,0.509313,0.549101,0.000000,-0.125031,0.951211,0.630961,11,2.726605,1
40,24,source_nominal,0.120000,0.650000,0.000000,0.026000,0.305588,0.234598,0.000000,0.665269,0.353338,0.230233,9,2.703597,6
40,25,source_nominal,0.120000,0.650000,0.000000,0.026000,0.407450,0.264759,0.000000,0.623128,0.212193,0.122477,6,3.035424,3
40,26,source_nominal,0.120000,0.650000,0.000000,0.026000,0.509313,0.278019,0.000000,0.428088,0.440261,0.377528,5,1.172841,6
40,27,source_nominal,0.120000,0.650000,20.000000,-0.026000,0.305588,0.370256,0.000000,0.333731,0.424285,0.306424,8,2.868389,0
40,28,source_nominal,0.120000,0.650000,20.000000,-0.026000,0.407450,0.407951,0.000000,0.230120,0.216284,0.110941,6,2.727412,3
40,29,source_nominal,0.120000,0.650000,20.000000,-0.026000,0.509313,0.403414,0.000000,0.080448,0.241254,0.133998,6,0.864189,9
40,30,source_nominal,0.120000,0.650000,20.000000,0.000000,0.305588,0.304936,0.000000,0.402931,0.381036,0.190965,11,1.776713,3
40,31,source_nominal,0.120000,0.650000,20.000000,0.000000,0.407450,0.427703,0.000000,0.093689,0.392148,0.193156,8,1.764594,9
40,32,source_nominal,0.120000,0.650000,20.000000,0.000000,0.509313,0.655226,0.000000,-0.359743,0.795073,0.532102,11,3.131462,1
40,33,source_nominal,0.120000,0.650000,20.000000,0.026000,0.305588,0.132581,1.000000,0.927374,0.466866,0.308704,11,2.722737,6
40,34,source_nominal,0.120000,0.650000,20.000000,0.026000,0.407450,0.136320,1.000000,0.855719,0.580201,0.375545,10,1.969287,6
40,35,source_nominal,0.120000,0.650000,20.000000,0.026000,0.509313,0.190435,0.000000,0.556779,0.565238,0.290542,10,0.110975,5
40,36,source_nominal,0.120000,0.650000,38.000000,-0.026000,0.305588,0.570249,0.000000,0.142271,0.074659,0.077580,3,0.153630,7
40,37,source_nominal,0.120000,0.650000,38.000000,-0.026000,0.407450,0.408644,0.000000,0.034417,0.136023,0.133586,4,0.556567,8
40,38,source_nominal,0.120000,0.650000,38.000000,-0.026000,0.509313,0.531044,0.000000,-0.179742,0.248719,0.265509,4,1.598273,8
40,39,source_nominal,0.120000,0.650000,38.000000,0.000000,0.305588,0.400813,0.000000,0.067589,0.487188,0.366127,10,0.762356,8
40,40,source_nominal,0.120000,0.650000,38.000000,0.000000,0.407450,0.532141,0.000000,-0.202478,0.592902,0.427643,9,1.433327,1
40,41,source_nominal,0.120000,0.650000,38.000000,0.000000,0.509313,0.713089,0.000000,-0.542544,0.281058,0.188921,9,2.738470,8
40,42,source_nominal,0.120000,0.650000,38.000000,0.026000,0.305588,0.279077,0.000000,0.477992,0.560978,0.390966,12,1.878082,6
40,43,source_nominal,0.120000,0.650000,38.000000,0.026000,0.407450,0.370144,0.000000,0.317458,0.628865,0.414898,9,2.624837,6
40,44,source_nominal,0.120000,0.650000,38.000000,0.026000,0.509313,0.459176,0.000000,0.068601,0.419341,0.202600,11,2.324778,8
41,0,source_small_fast,0.080000,0.220000,-38.000000,-0.026000,0.257789,0.228355,0.000000,0.549022,0.193154,0.125979,5,2.043198,7
41,1,source_small_fast,0.080000,0.220000,-38.000000,-0.026000,0.343719,0.336262,0.000000,0.326645,0.204719,0.109478,5,2.977277,3
41,2,source_small_fast,0.080000,0.220000,-38.000000,-0.026000,0.429649,0.393160,0.000000,0.093245,0.137960,0.047424,5,2.349882,9
41,3,source_small_fast,0.080000,0.220000,-38.000000,0.000000,0.257789,0.293234,0.000000,0.307071,0.183222,0.134936,6,1.612171,4
41,4,source_small_fast,0.080000,0.220000,-38.000000,0.000000,0.343719,0.419551,0.000000,-0.018596,0.224173,0.167363,6,2.096901,4
41,5,source_small_fast,0.080000,0.220000,-38.000000,0.000000,0.429649,0.547874,0.000000,-0.368634,0.256795,0.189639,6,2.408824,4
41,6,source_small_fast,0.080000,0.220000,-38.000000,0.026000,0.257789,0.423266,0.000000,0.074963,0.197440,0.126831,8,3.135625,4
41,7,source_small_fast,0.080000,0.220000,-38.000000,0.026000,0.343719,0.475377,0.000000,-0.089890,0.134345,0.071225,10,3.018718,4
41,8,source_small_fast,0.080000,0.220000,-38.000000,0.026000,0.429649,0.507115,0.000000,-0.253532,0.274485,0.190871,8,2.331168,4
41,9,source_small_fast,0.080000,0.220000,-20.000000,-0.026000,0.257789,0.151538,0.000000,0.625953,0.079718,0.065670,8,0.574875,7
41,10,source_small_fast,0.080000,0.220000,-20.000000,-0.026000,0.343719,0.275716,0.000000,0.301856,0.112622,0.093700,9,1.013300,7
41,11,source_small_fast,0.080000,0.220000,-20.000000,-0.026000,0.429649,0.409313,0.000000,0.008614,0.232116,0.187517,10,2.012214,9
41,12,source_small_fast,0.080000,0.220000,-20.000000,0.000000,0.257789,0.211420,0.000000,0.529611,0.168821,0.145625,5,1.376044,7
41,13,source_small_fast,0.080000,0.220000,-20.000000,0.000000,0.343719,0.322465,0.000000,0.218444,0.207188,0.175932,6,1.561342,9
41,14,source_small_fast,0.080000,0.220000,-20.000000,0.000000,0.429649,0.468528,0.000000,-0.160316,0.126349,0.112121,5,2.108913,9
41,15,source_small_fast,0.080000,0.220000,-20.000000,0.026000,0.257789,0.216336,0.000000,0.469804,0.064564,0.054576,9,0.951758,7
41,16,source_small_fast,0.080000,0.220000,-20.000000,0.026000,0.343719,0.324562,0.000000,0.214904,0.083404,0.070419,8,1.587821,7
41,17,source_small_fast,0.080000,0.220000,-20.000000,0.026000,0.429649,0.445236,0.000000,-0.098727,0.118072,0.099116,9,2.025009,9
41,18,source_small_fast,0.080000,0.220000,0.000000,-0.026000,0.257789,0.212857,0.000000,0.656637,0.185698,0.113614,9,2.616582,3
41,19,source_small_fast,0.080000,0.220000,0.000000,-0.026000,0.343719,0.294679,0.000000,0.407943,0.237675,0.149432,9,2.556889,0
41,20,source_small_fast,0.080000,0.220000,0.000000,-0.026000,0.429649,0.344166,0.000000,0.140484,0.139495,0.058738,8,1.396124,9
41,21,source_small_fast,0.080000,0.220000,0.000000,0.000000,0.257789,0.192789,0.000000,0.588330,0.192676,0.141433,7,1.398184,7
41,22,source_small_fast,0.080000,0.220000,0.000000,0.000000,0.343719,0.337710,0.000000,0.204436,0.210582,0.157567,7,1.864659,9
41,23,source_small_fast,0.080000,0.220000,0.000000,0.000000,0.429649,0.492809,0.000000,-0.213220,0.141510,0.101196,7,2.303084,9
41,24,source_small_fast,0.080000,0.220000,0.000000,0.026000,0.257789,0.121941,0.000000,0.666655,0.144811,0.124357,4,0.113568,7
41,25,source_small_fast,0.080000,0.220000,0.000000,0.026000,0.343719,0.408140,0.000000,0.478557,0.083461,0.084358,3,0.179700,7
41,26,source_small_fast,0.080000,0.220000,0.000000,0.026000,0.429649,0.486099,0.000000,0.253745,0.101173,0.095510,3,0.235118,7
41,27,source_small_fast,0.080000,0.220000,20.000000,-0.026000,0.257789,0.352830,0.000000,0.275050,0.120379,0.118225,7,3.012559,7
41,28,source_small_fast,0.080000,0.220000,20.000000,-0.026000,0.343719,0.374224,0.000000,0.085254,0.232386,0.156938,8,1.782472,9
41,29,source_small_fast,0.080000,0.220000,20.000000,-0.026000,0.429649,0.400411,0.000000,-0.108570,0.260989,0.170346,8,0.651338,9
41,30,source_small_fast,0.080000,0.220000,20.000000,0.000000,0.257789,0.191333,0.000000,0.494473,0.103698,0.035394,7,0.470321,3
41,31,source_small_fast,0.080000,0.220000,20.000000,0.000000,0.343719,0.322382,0.000000,0.125020,0.149364,0.040705,7,0.676803,3
41,32,source_small_fast,0.080000,0.220000,20.000000,0.000000,0.429649,0.468608,0.000000,-0.319725,0.329020,0.186067,6,0.605923,9
41,33,source_small_fast,0.080000,0.220000,20.000000,0.026000,0.257789,0.146675,1.000000,0.883352,0.079119,0.047031,5,2.866484,3
41,34,source_small_fast,0.080000,0.220000,20.000000,0.026000,0.343719,0.222549,0.000000,0.583894,0.116327,0.056749,6,2.157484,3
41,35,source_small_fast,0.080000,0.220000,20.000000,0.026000,0.429649,0.286126,0.000000,0.277771,0.261808,0.194960,5,1.034209,9
41,36,source_small_fast,0.080000,0.220000,38.000000,-0.026000,0.257789,0.427258,0.000000,-0.027690,0.187760,0.121763,5,2.280320,8
41,37,source_small_fast,0.080000,0.220000,38.000000,-0.026000,0.343719,0.522801,0.000000,-0.237158,0.208698,0.111786,5,2.983080,8
41,38,source_small_fast,0.080000,0.220000,38.000000,-0.026000,0.429649,0.573038,0.000000,-0.472947,0.127355,0.051087,5,2.142780,8
41,39,source_small_fast,0.080000,0.220000,38.000000,0.000000,0.257789,0.368084,0.000000,0.037712,0.113839,0.043775,6,1.207221,3
41,40,source_small_fast,0.080000,0.220000,38.000000,0.000000,0.343719,0.487300,0.000000,-0.281449,0.146848,0.055123,6,1.550503,8
41,41,source_small_fast,0.080000,0.220000,38.000000,0.000000,0.429649,0.615827,0.000000,-0.658528,0.312675,0.193880,7,1.612911,8
41,42,source_small_fast,0.080000,0.220000,38.000000,0.026000,0.257789,0.200843,0.000000,0.696025,0.195126,0.129416,8,2.645250,6
41,43,source_small_fast,0.080000,0.220000,38.000000,0.026000,0.343719,0.228616,0.000000,0.490256,0.240983,0.159962,8,1.446619,6
41,44,source_small_fast,0.080000,0.220000,38.000000,0.026000,0.429649,0.282936,0.000000,0.232171,0.126693,0.069686,7,0.512483,9
42,0,source_large_soft,0.300000,1.100000,-38.000000,-0.026000,0.266572,0.226382,0.000000,0.490862,1.024213,0.700594,13,1.263079,0
42,1,source_large_soft,0.300000,1.100000,-38.000000,-0.026000,0.355430,0.261646,0.000000,0.414991,1.207073,0.917322,15,1.479017,2
42,2,source_large_soft,0.300000,1.100000,-38.000000,-0.026000,0.444287,0.338338,0.000000,0.151299,1.429006,0.765914,16,1.044590,2
42,3,source_large_soft,0.300000,1.100000,-38.000000,0.000000,0.266572,0.285919,0.000000,0.381257,1.409801,1.135992,23,1.893910,2
42,4,source_large_soft,0.300000,1.100000,-38.000000,0.000000,0.355430,0.340058,0.000000,0.147202,1.232599,0.965802,20,1.104508,2
42,5,source_large_soft,0.300000,1.100000,-38.000000,0.000000,0.444287,0.473849,0.000000,-0.054108,1.343964,1.074874,19,2.910636,1
42,6,source_large_soft,0.300000,1.100000,-38.000000,0.026000,0.266572,0.326924,0.000000,0.175756,1.038170,0.813564,26,1.058830,2
42,7,source_large_soft,0.300000,1.100000,-38.000000,0.026000,0.355430,0.399722,0.000000,0.043085,1.031207,0.802600,16,1.792518,4
42,8,source_large_soft,0.300000,1.100000,-38.000000,0.026000,0.444287,0.480262,0.000000,-0.127165,1.011154,0.771950,17,2.380488,1
42,9,source_large_soft,0.300000,1.100000,-20.000000,-0.026000,0.266572,0.116522,1.000000,0.784448,1.553846,1.043256,23,0.990975,2
42,10,source_large_soft,0.300000,1.100000,-20.000000,-0.026000,0.355430,0.203900,0.000000,0.460921,1.366392,0.755151,18,0.277614,2
42,11,source_large_soft,0.300000,1.100000,-20.000000,-0.026000,0.444287,0.254179,0.000000,0.436335,2.002040,1.482648,18,1.423293,2
42,12,source_large_soft,0.300000,1.100000,-20.000000,0.000000,0.266572,0.282292,0.000000,0.403341,0.852138,0.381044,17,2.005910,2
42,13,source_large_soft,0.300000,1.100000,-20.000000,0.000000,0.355430,0.349499,0.000000,0.240426,0.820044,0.344908,12,2.284533,5
42,14,source_large_soft,0.300000,1.100000,-20.000000,0.000000,0.444287,0.436848,0.000000,-0.070324,1.774432,0.899771,14,1.695118,1
42,15,source_large_soft,0.300000,1.100000,-20.000000,0.026000,0.266572,0.248255,0.000000,0.429571,0.558008,0.524267,19,1.289536,2
42,16,source_large_soft,0.300000,1.100000,-20.000000,0.026000,0.355430,0.303118,0.000000,0.355863,0.793153,0.719268,15,2.086559,6
42,17,source_large_soft,0.300000,1.100000,-20.000000,0.026000,0.444287,0.370442,0.000000,0.205917,0.740797,0.707775,14,2.495161,6
42,18,source_large_soft,0.300000,1.100000,0.000000,-0.026000,0.266572,0.195769,0.000000,0.643413,1.465679,0.833711,13,1.878025,2
42,19,source_large_soft,0.300000,1.100000,0.000000,-0.026000,0.355430,0.209753,0.000000,0.681510,1.385881,0.703386,11,2.598770,0
42,20,source_large_soft,0.300000,1.100000,0.000000,-0.026000,0.444287,0.213304,0.000000,0.500331,1.745514,0.831926,15,0.880325,2
