train_task,candidate,branch,object_mass,object_friction,angle_offset_deg,offset,distance,energy,success,progress,normal_impulse,tangent_impulse,contact_steps,yaw_abs,full_token
0,34,source_nominal,0.120000,0.650000,20.000000,0.026000,0.302046,0.210076,0.000000,0.335354,0.189569,0.112983,11,0.236643,7
0,35,source_nominal,0.120000,0.650000,20.000000,0.026000,0.377557,0.303580,0.000000,0.046182,0.512406,0.387094,12,0.465520,6
0,36,source_nominal,0.120000,0.650000,38.000000,-0.026000,0.226534,0.268260,0.000000,0.222422,0.496243,0.421127,16,1.005112,8
0,37,source_nominal,0.120000,0.650000,38.000000,-0.026000,0.302046,0.324744,0.000000,0.034122,0.238544,0.148385,11,1.013290,8
0,38,source_nominal,0.120000,0.650000,38.000000,-0.026000,0.377557,0.449712,0.000000,-0.238503,0.527974,0.404212,12,2.278404,8
0,39,source_nominal,0.120000,0.650000,38.000000,0.000000,0.226534,0.211420,0.000000,0.364977,0.116848,0.106420,9,0.564015,7
0,40,source_nominal,0.120000,0.650000,38.000000,0.000000,0.302046,0.300158,0.000000,0.059009,0.162405,0.137578,8,0.517317,8
0,41,source_nominal,0.120000,0.650000,38.000000,0.000000,0.377557,0.402408,0.000000,-0.220721,0.396447,0.374055,8,1.074419,8
0,42,source_nominal,0.120000,0.650000,38.000000,0.026000,0.226534,0.179796,0.000000,0.443967,0.388198,0.290797,7,0.315927,6
0,43,source_nominal,0.120000,0.650000,38.000000,0.026000,0.302046,0.268716,0.000000,0.166150,0.463553,0.347144,8,0.508028,6
0,44,source_nominal,0.120000,0.650000,38.000000,0.026000,0.377557,0.374396,0.000000,-0.050489,0.248622,0.152886,8,1.686667,8
1,0,source_small_fast,0.080000,0.220000,-38.000000,-0.026000,0.234844,0.228183,0.000000,0.396325,0.165491,0.120813,9,1.116871,7
1,1,source_small_fast,0.080000,0.220000,-38.000000,-0.026000,0.313125,0.326098,0.000000,0.145462,0.208374,0.147653,10,1.711686,4
1,2,source_small_fast,0.080000,0.220000,-38.000000,-0.026000,0.391407,0.428792,0.000000,-0.127549,0.111941,0.073321,8,2.252545,4
1,3,source_small_fast,0.080000,0.220000,-38.000000,0.000000,0.234844,0.308339,0.000000,0.004650,0.195283,0.116131,6,0.037713,4
1,4,source_small_fast,0.080000,0.220000,-38.000000,0.000000,0.313125,0.411534,0.000000,-0.330220,0.241593,0.142501,8,0.060747,4
1,5,source_small_fast,0.080000,0.220000,-38.000000,0.000000,0.391407,0.529688,0.000000,-0.712240,0.149740,0.079331,6,0.105564,4
1,6,source_small_fast,0.080000,0.220000,-38.000000,0.026000,0.234844,0.275367,0.000000,0.144424,0.062868,0.062315,8,0.298038,7
1,7,source_small_fast,0.080000,0.220000,-38.000000,0.026000,0.313125,0.361032,0.000000,-0.111118,0.078514,0.076089,8,0.502625,4
1,8,source_small_fast,0.080000,0.220000,-38.000000,0.026000,0.391407,0.482141,0.000000,-0.399364,0.200250,0.172735,8,1.438545,4
1,9,source_small_fast,0.080000,0.220000,-20.000000,-0.026000,0.234844,0.130058,1.000000,0.889040,0.086957,0.030447,8,2.551807,3
1,10,source_small_fast,0.080000,0.220000,-20.000000,-0.026000,0.313125,0.233784,0.000000,0.572534,0.110025,0.041981,8,2.747982,3
1,11,source_small_fast,0.080000,0.220000,-20.000000,-0.026000,0.391407,0.307940,0.000000,0.256019,0.138012,0.052360,8,2.099231,3
1,12,source_small_fast,0.080000,0.220000,-20.000000,0.000000,0.234844,0.274017,0.000000,0.292514,0.093753,0.064723,6,1.533391,7
1,13,source_small_fast,0.080000,0.220000,-20.000000,0.000000,0.313125,0.391161,0.000000,-0.037901,0.117953,0.081567,6,1.993276,9
1,14,source_small_fast,0.080000,0.220000,-20.000000,0.000000,0.391407,0.516719,0.000000,-0.414736,0.275524,0.195326,6,2.294252,9
1,15,source_small_fast,0.080000,0.220000,-20.000000,0.026000,0.234844,0.262807,0.000000,0.214808,0.071799,0.052196,4,0.544667,7
1,16,source_small_fast,0.080000,0.220000,-20.000000,0.026000,0.313125,0.354982,0.000000,-0.036804,0.091598,0.065273,5,0.969027,7
1,17,source_small_fast,0.080000,0.220000,-20.000000,0.026000,0.391407,0.356648,0.000000,-0.133209,0.201882,0.174255,4,0.142583,9
1,18,source_small_fast,0.080000,0.220000,0.000000,-0.026000,0.234844,0.229603,0.000000,0.608893,0.173635,0.122426,6,2.986011,3
1,19,source_small_fast,0.080000,0.220000,0.000000,-0.026000,0.313125,0.269668,0.000000,0.400473,0.208517,0.146270,8,2.293118,0
1,20,source_small_fast,0.080000,0.220000,0.000000,-0.026000,0.391407,0.313333,0.000000,0.150081,0.124383,0.053986,7,1.341993,9
1,21,source_small_fast,0.080000,0.220000,0.000000,0.000000,0.234844,0.126930,0.000000,0.613589,0.198964,0.115854,7,0.092890,7
1,22,source_small_fast,0.080000,0.220000,0.000000,0.000000,0.313125,0.262143,0.000000,0.188835,0.257517,0.151061,9,0.257519,5
1,23,source_small_fast,0.080000,0.220000,0.000000,0.000000,0.391407,0.393839,0.000000,-0.256070,0.152133,0.050847,7,0.148317,9
1,24,source_small_fast,0.080000,0.220000,0.000000,0.026000,0.234844,0.234055,0.000000,0.586796,0.171439,0.127138,7,2.923128,3
1,25,source_small_fast,0.080000,0.220000,0.000000,0.026000,0.313125,0.282787,0.000000,0.389212,0.205729,0.150996,5,2.571051,6
1,26,source_small_fast,0.080000,0.220000,0.000000,0.026000,0.391407,0.316467,0.000000,0.148742,0.213073,0.122903,7,1.420000,9
1,27,source_small_fast,0.080000,0.220000,20.000000,-0.026000,0.234844,0.290233,0.000000,0.200965,0.089075,0.032589,7,1.209172,3
1,28,source_small_fast,0.080000,0.220000,20.000000,-0.026000,0.313125,0.384545,0.000000,-0.042621,0.118704,0.050301,6,1.763658,9
1,29,source_small_fast,0.080000,0.220000,20.000000,-0.026000,0.391407,0.415831,0.000000,-0.277675,0.228222,0.195547,5,0.590789,9
1,30,source_small_fast,0.080000,0.220000,20.000000,0.000000,0.234844,0.269985,0.000000,0.301111,0.096617,0.047216,7,1.492137,3
1,31,source_small_fast,0.080000,0.220000,20.000000,0.000000,0.313125,0.385591,0.000000,-0.030234,0.134146,0.093140,6,1.900094,9
1,32,source_small_fast,0.080000,0.220000,20.000000,0.000000,0.391407,0.513068,0.000000,-0.404149,0.278698,0.190480,8,2.281035,9
1,33,source_small_fast,0.080000,0.220000,20.000000,0.026000,0.234844,0.139882,1.000000,0.900730,0.087408,0.032149,8,2.933059,3
1,34,source_small_fast,0.080000,0.220000,20.000000,0.026000,0.313125,0.213545,0.000000,0.588444,0.113042,0.044293,8,2.306593,3
1,35,source_small_fast,0.080000,0.220000,20.000000,0.026000,0.391407,0.279899,0.000000,0.280954,0.133106,0.048922,8,1.512532,3
1,36,source_small_fast,0.080000,0.220000,38.000000,-0.026000,0.234844,0.271193,0.000000,0.144218,0.055395,0.051495,4,0.177006,7
1,37,source_small_fast,0.080000,0.220000,38.000000,-0.026000,0.313125,0.352768,0.000000,-0.100526,0.081094,0.078274,4,0.357611,8
1,38,source_small_fast,0.080000,0.220000,38.000000,-0.026000,0.391407,0.654684,0.000000,-0.357491,0.050699,0.057358,3,0.442848,8
1,39,source_small_fast,0.080000,0.220000,38.000000,0.000000,0.234844,0.323943,0.000000,-0.014980,0.206484,0.122551,8,0.314683,8
1,40,source_small_fast,0.080000,0.220000,38.000000,0.000000,0.313125,0.439345,0.000000,-0.357562,0.246355,0.142394,7,0.620137,8
1,41,source_small_fast,0.080000,0.220000,38.000000,0.000000,0.391407,0.557269,0.000000,-0.726624,0.151453,0.083835,6,0.769868,8
1,42,source_small_fast,0.080000,0.220000,38.000000,0.026000,0.234844,0.221798,0.000000,0.438487,0.173531,0.121979,9,1.297130,7
1,43,source_small_fast,0.080000,0.220000,38.000000,0.026000,0.313125,0.319838,0.000000,0.186096,0.207202,0.143249,8,1.882405,8
1,44,source_small_fast,0.080000,0.220000,38.000000,0.026000,0.391407,0.427349,0.000000,-0.082826,0.121764,0.065075,9,2.596053,8
2,0,source_large_soft,0.300000,1.100000,-38.000000,-0.026000,0.326925,0.200630,0.000000,0.569039,0.592162,0.484056,15,0.303451,0
2,1,source_large_soft,0.300000,1.100000,-38.000000,-0.026000,0.435900,0.351595,0.000000,0.251235,0.821798,0.664250,15,0.748678,0
2,2,source_large_soft,0.300000,1.100000,-38.000000,-0.026000,0.544874,0.426132,0.000000,0.094654,0.845472,0.599689,11,0.940940,4
2,3,source_large_soft,0.300000,1.100000,-38.000000,0.000000,0.326925,0.330001,0.000000,0.366735,1.306452,1.033712,19,1.577135,2
2,4,source_large_soft,0.300000,1.100000,-38.000000,0.000000,0.435900,0.438244,0.000000,0.226478,1.379324,1.045393,19,2.927898,2
2,5,source_large_soft,0.300000,1.100000,-38.000000,0.000000,0.544874,0.582572,0.000000,-0.119096,0.939881,0.713524,20,2.850962,1
2,6,source_large_soft,0.300000,1.100000,-38.000000,0.026000,0.326925,0.366479,0.000000,0.219590,0.937729,0.694689,22,0.857271,2
2,7,source_large_soft,0.300000,1.100000,-38.000000,0.026000,0.435900,0.457212,0.000000,0.099061,1.137254,0.946587,16,1.943999,1
2,8,source_large_soft,0.300000,1.100000,-38.000000,0.026000,0.544874,0.520735,0.000000,0.002236,1.613857,1.391135,11,2.537168,1
2,9,source_large_soft,0.300000,1.100000,-20.000000,-0.026000,0.326925,0.133272,1.000000,0.863678,1.448099,0.848598,21,1.907339,2
2,10,source_large_soft,0.300000,1.100000,-20.000000,-0.026000,0.435900,0.250075,0.000000,0.609005,1.461054,0.875517,18,2.132496,2
2,11,source_large_soft,0.300000,1.100000,-20.000000,-0.026000,0.544874,0.265691,0.000000,0.648239,1.247571,0.697992,12,2.986235,0
2,12,source_large_soft,0.300000,1.100000,-20.000000,0.000000,0.326925,0.321255,0.000000,0.427960,1.161449,0.753712,16,2.060425,2
2,13,source_large_soft,0.300000,1.100000,-20.000000,0.000000,0.435900,0.397224,0.000000,0.268537,1.631318,1.028959,16,2.259556,2
2,14,source_large_soft,0.300000,1.100000,-20.000000,0.000000,0.544874,0.483812,0.000000,0.043494,1.394769,0.760159,20,1.976306,2
2,15,source_large_soft,0.300000,1.100000,-20.000000,0.026000,0.326925,0.287200,0.000000,0.447806,0.451160,0.424210,12,1.325086,7
2,16,source_large_soft,0.300000,1.100000,-20.000000,0.026000,0.435900,0.333802,0.000000,0.380864,0.571227,0.537954,8,1.792664,6
2,17,source_large_soft,0.300000,1.100000,-20.000000,0.026000,0.544874,0.391686,0.000000,0.340339,0.869330,0.824871,8,2.898925,6
2,18,source_large_soft,0.300000,1.100000,0.000000,-0.026000,0.326925,0.276816,0.000000,0.599564,1.469331,0.669732,17,2.845743,2
2,19,source_large_soft,0.300000,1.100000,0.000000,-0.026000,0.435900,0.221044,0.000000,0.572565,1.811718,0.845328,14,0.866678,2
2,20,source_large_soft,0.300000,1.100000,0.000000,-0.026000,0.544874,0.213161,0.000000,0.651587,1.705793,0.861447,9,1.525463,0
2,21,source_large_soft,0.300000,1.100000,0.000000,0.000000,0.326925,0.077016,1.000000,0.841496,1.782818,0.721482,22,0.034382,2
2,22,source_large_soft,0.300000,1.100000,0.000000,0.000000,0.435900,0.324661,0.000000,0.455016,1.762652,0.726101,19,2.419477,2
2,23,source_large_soft,0.300000,1.100000,0.000000,0.000000,0.544874,0.469362,0.000000,0.102639,2.756289,1.324075,16,2.271706,1
2,24,source_large_soft,0.300000,1.100000,0.000000,0.026000,0.326925,0.256492,0.000000,0.612317,0.937685,0.435758,13,2.417789,6
2,25,source_large_soft,0.300000,1.100000,0.000000,0.026000,0.435900,0.233592,0.000000,0.635929,1.230174,0.554033,12,1.983996,6
2,26,source_large_soft,0.300000,1.100000,0.000000,0.026000,0.544874,0.223255,0.000000,0.565548,1.014077,0.429335,11,0.783538,5
2,27,source_large_soft,0.300000,1.100000,20.000000,-0.026000,0.326925,0.369310,0.000000,0.371418,0.955620,0.430549,10,2.756314,0
2,28,source_large_soft,0.300000,1.100000,20.000000,-0.026000,0.435900,0.428777,0.000000,0.236559,1.070280,0.472538,10,2.778141,0
2,29,source_large_soft,0.300000,1.100000,20.000000,-0.026000,0.544874,0.348034,0.000000,0.203137,1.590794,0.918877,11,0.008692,1
2,30,source_large_soft,0.300000,1.100000,20.000000,0.000000,0.326925,0.232708,0.000000,0.508380,2.118698,1.144823,21,0.493561,2
2,31,source_large_soft,0.300000,1.100000,20.000000,0.000000,0.435900,0.328866,0.000000,0.297076,2.680662,1.343790,21,0.648239,2
2,32,source_large_soft,0.300000,1.100000,20.000000,0.000000,0.544874,0.594079,0.000000,-0.176602,2.933227,1.487814,20,2.491063,1
2,33,source_large_soft,0.300000,1.100000,20.000000,0.026000,0.326925,0.211035,0.000000,0.756283,1.821019,1.008218,13,2.843028,6
2,34,source_large_soft,0.300000,1.100000,20.000000,0.026000,0.435900,0.083276,1.000000,0.957570,1.544563,0.709347,14,1.540973,6
2,35,source_large_soft,0.300000,1.100000,20.000000,0.026000,0.544874,0.089468,1.000000,0.896591,1.230608,0.664087,12,0.925393,6
2,36,source_large_soft,0.300000,1.100000,38.000000,-0.026000,0.326925,0.361826,0.000000,0.181816,0.533800,0.461050,8,0.271973,8
2,37,source_large_soft,0.300000,1.100000,38.000000,-0.026000,0.435900,0.410216,0.000000,0.102577,0.609607,0.547665,9,0.643341,8
2,38,source_large_soft,0.300000,1.100000,38.000000,-0.026000,0.544874,0.576506,0.000000,-0.189510,0.867753,0.663879,13,1.834408,8
2,39,source_large_soft,0.300000,1.100000,38.000000,0.000000,0.326925,0.492912,0.000000,0.048973,1.325416,0.754040,16,2.426437,1
2,40,source_large_soft,0.300000,1.100000,38.000000,0.000000,0.435900,0.558032,0.000000,-0.153855,1.688688,0.993058,15,1.795835,1
2,41,source_large_soft,0.300000,1.100000,38.000000,0.000000,0.544874,0.622004,0.000000,-0.318583,1.273612,0.716919,14,1.588658,1
2,42,source_large_soft,0.300000,1.100000,38.000000,0.026000,0.326925,0.261910,0.000000,0.508750,1.534387,0.892451,23,1.332327,2
2,43,source_large_soft,0.300000,1.100000,38.000000,0.026000,0.435900,0.310965,0.000000,0.447848,1.780330,1.046012,18,1.942315,2
2,44,source_large_soft,0.300000,1.100000,38.000000,0.026000,0.544874,0.365771,0.000000,0.404923,1.237230,0.607404,16,2.931889,6
3,0,source_heavy_stiff,0.180000,0.850000,-38.000000,-0.026000,0.256027,0.257067,0.000000,0.419318,0.828421,0.588400,14,1.673255,0
3,1,source_heavy_stiff,0.180000,0.850000,-38.000000,-0.026000,0.341370,0.349620,0.000000,0.187879,0.991098,0.698066,14,2.098349,0
3,2,source_heavy_stiff,0.180000,0.850000,-38.000000,-0.026000,0.426712,0.413711,0.000000,-0.005753,1.449623,1.146926,13,2.064818,1
3,3,source_heavy_stiff,0.180000,0.850000,-38.000000,0.000000,0.256027,0.423146,0.000000,-0.064661,0.928532,0.661441,13,1.879464,1
3,4,source_heavy_stiff,0.180000,0.850000,-38.000000,0.000000,0.341370,0.535294,0.000000,-0.447081,1.303799,1.082920,11,1.448473,1
3,5,source_heavy_stiff,0.180000,0.850000,-38.000000,0.000000,0.426712,0.676458,0.000000,-0.736340,0.629078,0.380081,11,2.720231,4
3,6,source_heavy_stiff,0.180000,0.850000,-38.000000,0.026000,0.256027,0.335037,0.000000,0.050986,0.645551,0.602881,8,0.446638,4
3,7,source_heavy_stiff,0.180000,0.850000,-38.000000,0.026000,0.341370,0.501388,0.000000,-0.332351,0.826764,0.740295,9,1.555717,1
3,8,source_heavy_stiff,0.180000,0.850000,-38.000000,0.026000,0.426712,0.518825,0.000000,-0.417557,0.378228,0.348236,5,1.206060,4
3,9,source_heavy_stiff,0.180000,0.850000,-20.000000,-0.026000,0.256027,0.123555,1.000000,0.972525,1.029695,0.666219,11,3.046751,0
3,10,source_heavy_stiff,0.180000,0.850000,-20.000000,-0.026000,0.341370,0.179476,0.000000,0.711155,1.101865,0.677125,11,2.144512,0
3,11,source_heavy_stiff,0.180000,0.850000,-20.000000,-0.026000,0.426712,0.208888,0.000000,0.583769,1.506161,0.960838,10,1.741444,0
3,12,source_heavy_stiff,0.180000,0.850000,-20.000000,0.000000,0.256027,0.216362,0.000000,0.414096,0.574251,0.281485,13,0.461285,3
3,13,source_heavy_stiff,0.180000,0.850000,-20.000000,0.000000,0.341370,0.346405,0.000000,0.147493,0.833932,0.435121,10,1.627739,5
3,14,source_heavy_stiff,0.180000,0.850000,-20.000000,0.000000,0.426712,0.430407,0.000000,-0.187558,1.750552,1.224055,12,0.836823,1
3,15,source_heavy_stiff,0.180000,0.850000,-20.000000,0.026000,0.256027,0.354159,0.000000,0.275948,0.623178,0.392673,11,3.102745,6
3,16,source_heavy_stiff,0.180000,0.850000,-20.000000,0.026000,0.341370,0.371945,0.000000,0.187840,0.315329,0.203962,7,2.735830,3
3,17,source_heavy_stiff,0.180000,0.850000,-20.000000,0.026000,0.426712,0.386127,0.000000,0.053275,1.032659,0.769078,9,1.830281,1
3,18,source_heavy_stiff,0.180000,0.850000,0.000000,-0.026000,0.256027,0.218967,0.000000,0.624975,0.816387,0.508137,9,2.513370,0
3,19,source_heavy_stiff,0.180000,0.850000,0.000000,-0.026000,0.341370,0.218387,0.000000,0.527790,0.763921,0.434360,9,1.536618,0
3,20,source_heavy_stiff,0.180000,0.850000,0.000000,-0.026000,0.426712,0.287099,0.000000,0.411978,0.387789,0.193883,8,2.364916,3
3,21,source_heavy_stiff,0.180000,0.850000,0.000000,0.000000,0.256027,0.209322,0.000000,0.554092,0.404899,0.170077,13,1.573040,3
3,22,source_heavy_stiff,0.180000,0.850000,0.000000,0.000000,0.341370,0.348586,0.000000,0.166366,0.509348,0.207566,13,1.867046,3
3,23,source_heavy_stiff,0.180000,0.850000,0.000000,0.000000,0.426712,0.495169,0.000000,-0.305951,1.507379,0.909167,13,1.576854,1
3,24,source_heavy_stiff,0.180000,0.850000,0.000000,0.026000,0.256027,0.205587,0.000000,0.627043,1.194573,0.927997,11,2.150477,6
3,25,source_heavy_stiff,0.180000,0.850000,0.000000,0.026000,0.341370,0.251350,0.000000,0.460927,1.162848,0.735412,8,1.851364,6
3,26,source_heavy_stiff,0.180000,0.850000,0.000000,0.026000,0.426712,0.290224,0.000000,0.231704,1.206048,0.735676,10,0.763543,6
3,27,source_heavy_stiff,0.180000,0.850000,20.000000,-0.026000,0.256027,0.202344,0.000000,0.439055,0.181206,0.196969,6,0.294833,7
3,28,source_heavy_stiff,0.180000,0.850000,20.000000,-0.026000,0.341370,0.294931,0.000000,0.255650,0.302356,0.321739,8,1.171365,7
3,29,source_heavy_stiff,0.180000,0.850000,20.000000,-0.026000,0.426712,0.372006,0.000000,0.074331,0.710248,0.699817,6,1.624307,0
3,30,source_heavy_stiff,0.180000,0.850000,20.000000,0.000000,0.256027,0.251685,0.000000,0.318240,0.568597,0.316007,12,0.571534,7
3,31,source_heavy_stiff,0.180000,0.850000,20.000000,0.000000,0.341370,0.390786,0.000000,0.029974,0.927806,0.644365,10,1.793643,1
3,32,source_heavy_stiff,0.180000,0.850000,20.000000,0.000000,0.426712,0.550626,0.000000,-0.353766,0.724657,0.384995,12,2.712917,8
3,33,source_heavy_stiff,0.180000,0.850000,20.000000,0.026000,0.256027,0.162853,0.000000,0.599001,0.672380,0.565314,13,0.666534,6
3,34,source_heavy_stiff,0.180000,0.850000,20.000000,0.026000,0.341370,0.227237,0.000000,0.421589,1.174902,0.826708,13,0.793494,6
3,35,source_heavy_stiff,0.180000,0.850000,20.000000,0.026000,0.426712,0.389543,0.000000,0.036922,1.441397,1.086783,14,1.774514,1
3,36,source_heavy_stiff,0.180000,0.850000,38.000000,-0.026000,0.256027,0.313252,0.000000,0.171622,0.443739,0.359044,15,0.955573,8
3,37,source_heavy_stiff,0.180000,0.850000,38.000000,-0.026000,0.341370,0.382534,0.000000,-0.035169,0.506574,0.403170,15,0.946932,8
3,38,source_heavy_stiff,0.180000,0.850000,38.000000,-0.026000,0.426712,0.484415,0.000000,-0.269991,0.504208,0.370911,12,1.606831,8
3,39,source_heavy_stiff,0.180000,0.850000,38.000000,0.000000,0.256027,0.266019,0.000000,0.307681,0.810162,0.743588,9,0.882042,6
3,40,source_heavy_stiff,0.180000,0.850000,38.000000,0.000000,0.341370,0.415862,0.000000,-0.000977,0.828940,0.772235,12,2.219825,1
3,41,source_heavy_stiff,0.180000,0.850000,38.000000,0.000000,0.426712,0.508730,0.000000,-0.220854,0.667394,0.508410,10,2.762354,8
3,42,source_heavy_stiff,0.180000,0.850000,38.000000,0.026000,0.256027,0.219937,0.000000,0.369318,0.627756,0.569143,10,0.143479,6
3,43,source_heavy_stiff,0.180000,0.850000,38.000000,0.026000,0.341370,0.334463,0.000000,0.041568,0.827388,0.742380,13,0.293128,1
3,44,source_heavy_stiff,0.180000,0.850000,38.000000,0.026000,0.426712,0.439270,0.000000,-0.164830,0.358471,0.286227,7,1.303189,8
4,0,source_nominal,0.340000,0.180000,-38.000000,-0.026000,0.300839,0.299430,0.000000,0.296819,0.686298,0.561749,12,0.556624,0
4,1,source_nominal,0.340000,0.180000,-38.000000,-0.026000,0.401119,0.419706,0.000000,0.056759,0.623127,0.544233,12,1.290395,4
4,2,source_nominal,0.340000,0.180000,-38.000000,-0.026000,0.501399,0.562624,0.000000,-0.269634,0.735166,0.662191,12,1.719677,1
4,3,source_nominal,0.340000,0.180000,-38.000000,0.000000,0.300839,0.336500,0.000000,0.321407,0.714479,0.660946,14,1.886736,0
4,4,source_nominal,0.340000,0.180000,-38.000000,0.000000,0.401119,0.472910,0.000000,0.039256,0.871480,0.753209,14,2.617618,1
4,5,source_nominal,0.340000,0.180000,-38.000000,0.000000,0.501399,0.606662,0.000000,-0.273359,0.749397,0.627512,14,2.936871,1
4,6,source_nominal,0.340000,0.180000,-38.000000,0.026000,0.300839,0.431520,0.000000,0.081784,0.506074,0.356032,15,1.960987,4
4,7,source_nominal,0.340000,0.180000,-38.000000,0.026000,0.401119,0.533435,0.000000,-0.130289,0.629181,0.469634,15,2.478550,4
4,8,source_nominal,0.340000,0.180000,-38.000000,0.026000,0.501399,0.575602,0.000000,-0.282841,0.917048,0.712633,12,1.944935,1
4,9,source_nominal,0.340000,0.180000,-20.000000,-0.026000,0.300839,0.173466,1.000000,0.816437,0.853884,0.487342,16,2.683733,0
4,10,source_nominal,0.340000,0.180000,-20.000000,-0.026000,0.401119,0.270062,0.000000,0.541619,0.971709,0.523803,13,2.357882,0
4,11,source_nominal,0.340000,0.180000,-20.000000,-0.026000,0.501399,0.312636,0.000000,0.311407,0.841623,0.507539,12,0.980089,0
4,12,source_nominal,0.340000,0.180000,-20.000000,0.000000,0.300839,0.315634,0.000000,0.310915,0.847059,0.569866,14,1.174931,0
