split,method,seed,episodes,success_rate,success_ci95,energy_mean,energy_ci95,energy_regret_mean,energy_regret_ci95,final_distance_mean,final_distance_ci95,normalized_progress_mean,normalized_progress_ci95,failure_rate,failure_ci95,normal_impulse_mean,token_uncertainty_mean,robust_anchor_weight_mean
actuation_noise,oracle_embodiment_mpc,0,20,0.750000,0.194706,0.112469,0.017402,0.000000,0.000000,0.063647,0.017087,0.833622,0.046547,0.000000,0.000000,0.568701,0.000000,0.000000
actuation_noise,oracle_embodiment_mpc,1,20,0.800000,0.179862,0.105404,0.012208,0.000000,0.000000,0.057388,0.014574,0.848929,0.044794,0.000000,0.000000,0.480102,0.000000,0.000000
actuation_noise,oracle_embodiment_mpc,2,20,0.900000,0.134896,0.110380,0.018541,0.000000,0.000000,0.049787,0.014423,0.871420,0.033496,0.000000,0.000000,0.419248,0.000000,0.000000
actuation_noise,oracle_embodiment_mpc,3,20,0.600000,0.220285,0.119282,0.016534,0.000000,0.000000,0.065332,0.016782,0.830133,0.040516,0.000000,0.000000,0.362135,0.000000,0.000000
actuation_noise,oracle_embodiment_mpc,4,20,0.700000,0.206058,0.111741,0.012554,0.000000,0.000000,0.059710,0.012955,0.830121,0.038250,0.000000,0.000000,0.481769,0.000000,0.000000
actuation_noise,oracle_embodiment_mpc,5,20,0.800000,0.179862,0.100549,0.018305,0.000000,0.000000,0.047820,0.015405,0.874980,0.040484,0.000000,0.000000,0.512441,0.000000,0.000000
actuation_noise,oracle_embodiment_mpc,6,20,0.650000,0.214472,0.118902,0.015573,0.000000,0.000000,0.060758,0.016252,0.829582,0.047522,0.000000,0.000000,0.462622,0.000000,0.000000
actuation_noise,oracle_embodiment_mpc,7,20,0.700000,0.206058,0.105266,0.013583,0.000000,0.000000,0.056631,0.014744,0.853957,0.037565,0.000000,0.000000,0.496577,0.000000,0.000000
actuation_noise,random_shooting,0,20,0.050000,0.098000,0.421118,0.079353,0.308649,0.077467,0.336424,0.061925,0.119968,0.162310,0.050000,0.098000,0.619654,0.000000,0.000000
actuation_noise,random_shooting,1,20,0.050000,0.098000,0.350476,0.075664,0.245072,0.074609,0.267742,0.060721,0.325158,0.147813,0.050000,0.098000,0.462831,0.000000,0.000000
actuation_noise,random_shooting,2,20,0.050000,0.098000,0.353584,0.076463,0.243205,0.068802,0.264034,0.059658,0.303028,0.165914,0.050000,0.098000,0.517780,0.000000,0.000000
actuation_noise,random_shooting,3,20,0.000000,0.000000,0.381879,0.080006,0.262598,0.073633,0.279445,0.063512,0.282902,0.140191,0.100000,0.134896,0.416218,0.000000,0.000000
actuation_noise,random_shooting,4,20,0.000000,0.000000,0.286140,0.037365,0.174399,0.038705,0.229618,0.035847,0.355489,0.098650,0.000000,0.000000,0.504821,0.000000,0.000000
actuation_noise,random_shooting,5,20,0.050000,0.098000,0.296176,0.056557,0.195627,0.055684,0.230076,0.056990,0.382688,0.175330,0.000000,0.000000,0.597897,0.000000,0.000000
actuation_noise,random_shooting,6,20,0.000000,0.000000,0.326126,0.055445,0.207224,0.054337,0.255878,0.055989,0.292738,0.154138,0.000000,0.000000,0.550107,0.000000,0.000000
actuation_noise,random_shooting,7,20,0.000000,0.000000,0.360148,0.078064,0.254882,0.077042,0.292401,0.065404,0.247899,0.164432,0.050000,0.098000,0.620549,0.000000,0.000000
actuation_noise,raw_force_scalar,0,20,0.050000,0.098000,0.329930,0.073975,0.217461,0.071328,0.246921,0.052320,0.373501,0.116461,0.100000,0.134896,0.445882,0.000000,0.000000
actuation_noise,raw_force_scalar,1,20,0.100000,0.134896,0.279463,0.048335,0.174059,0.047765,0.215164,0.047754,0.461269,0.116619,0.000000,0.000000,0.552886,0.000000,0.000000
actuation_noise,raw_force_scalar,2,20,0.050000,0.098000,0.338281,0.107732,0.227901,0.096521,0.243793,0.073284,0.375458,0.168079,0.150000,0.160559,0.447181,0.000000,0.000000
actuation_noise,raw_force_scalar,3,20,0.000000,0.000000,0.340472,0.073800,0.221190,0.070302,0.251686,0.052206,0.343788,0.131352,0.100000,0.134896,0.404008,0.000000,0.000000
actuation_noise,raw_force_scalar,4,20,0.000000,0.000000,0.269278,0.031150,0.157537,0.033330,0.199107,0.028518,0.440663,0.070305,0.000000,0.000000,0.537764,0.000000,0.000000
actuation_noise,raw_force_scalar,5,20,0.150000,0.160559,0.240924,0.047439,0.140375,0.040819,0.170822,0.039418,0.559669,0.102399,0.000000,0.000000,0.477951,0.000000,0.000000
actuation_noise,raw_force_scalar,6,20,0.100000,0.134896,0.271809,0.048228,0.152907,0.049049,0.183838,0.044522,0.484335,0.128894,0.050000,0.098000,0.454012,0.000000,0.000000
actuation_noise,raw_force_scalar,7,20,0.050000,0.098000,0.306256,0.045292,0.200989,0.037571,0.229582,0.042053,0.407826,0.101915,0.050000,0.098000,0.491944,0.000000,0.000000
actuation_noise,rc_fev_no_online,0,20,0.350000,0.214472,0.159268,0.024588,0.046799,0.018658,0.098910,0.020623,0.742209,0.056415,0.000000,0.000000,0.501525,0.105871,0.534639
actuation_noise,rc_fev_no_online,1,20,0.450000,0.223700,0.150270,0.020869,0.044866,0.021407,0.090741,0.023442,0.771243,0.058355,0.000000,0.000000,0.495374,0.108545,0.537570
actuation_noise,rc_fev_no_online,2,20,0.550000,0.223700,0.173317,0.037480,0.062937,0.031004,0.096834,0.030416,0.748531,0.076389,0.050000,0.098000,0.457320,0.104865,0.533575
actuation_noise,rc_fev_no_online,3,20,0.400000,0.220285,0.157523,0.020029,0.038241,0.016733,0.098994,0.025832,0.744472,0.062306,0.000000,0.000000,0.397428,0.104400,0.533162
actuation_noise,rc_fev_no_online,4,20,0.650000,0.214472,0.140403,0.016175,0.028662,0.014525,0.071252,0.018514,0.794473,0.058360,0.000000,0.000000,0.425909,0.105051,0.533669
actuation_noise,rc_fev_no_online,5,20,0.500000,0.224827,0.150759,0.024297,0.050210,0.018790,0.079620,0.027549,0.796480,0.066937,0.000000,0.000000,0.457640,0.105225,0.533875
actuation_noise,rc_fev_no_online,6,20,0.400000,0.220285,0.149726,0.020619,0.030824,0.016095,0.092344,0.022033,0.743138,0.063215,0.000000,0.000000,0.407208,0.101245,0.529378
actuation_noise,rc_fev_no_online,7,20,0.400000,0.220285,0.154160,0.030104,0.048893,0.023484,0.109567,0.032655,0.721463,0.072597,0.000000,0.000000,0.540136,0.111600,0.541301
actuation_noise,rc_fev_v5,0,20,0.400000,0.220285,0.154543,0.024983,0.042074,0.018513,0.093943,0.022396,0.755701,0.060715,0.000000,0.000000,0.502097,0.111332,0.461707
actuation_noise,rc_fev_v5,1,20,0.450000,0.223700,0.150270,0.020869,0.044866,0.021407,0.090741,0.023442,0.771243,0.058355,0.000000,0.000000,0.495374,0.109608,0.459616
actuation_noise,rc_fev_v5,2,20,0.550000,0.223700,0.173317,0.037480,0.062937,0.031004,0.096834,0.030416,0.748531,0.076389,0.050000,0.098000,0.457320,0.106602,0.456524
actuation_noise,rc_fev_v5,3,20,0.400000,0.220285,0.157523,0.020029,0.038241,0.016733,0.098994,0.025832,0.744472,0.062306,0.000000,0.000000,0.397428,0.106068,0.455994
actuation_noise,rc_fev_v5,4,20,0.650000,0.214472,0.140403,0.016175,0.028662,0.014525,0.071252,0.018514,0.794473,0.058360,0.000000,0.000000,0.425909,0.105549,0.455099
actuation_noise,rc_fev_v5,5,20,0.500000,0.224827,0.150759,0.024297,0.050210,0.018790,0.079620,0.027549,0.796480,0.066937,0.000000,0.000000,0.457640,0.107994,0.458046
actuation_noise,rc_fev_v5,6,20,0.400000,0.220285,0.149726,0.020619,0.030824,0.016095,0.092344,0.022033,0.743138,0.063215,0.000000,0.000000,0.407208,0.105127,0.454815
actuation_noise,rc_fev_v5,7,20,0.400000,0.220285,0.154160,0.030104,0.048893,0.023484,0.109567,0.032655,0.721463,0.072597,0.000000,0.000000,0.540136,0.115135,0.466256
actuation_noise,robust_domain_randomized_mpc,0,20,0.350000,0.214472,0.159896,0.025909,0.047427,0.020493,0.102389,0.024366,0.735536,0.062622,0.000000,0.000000,0.503584,0.000000,0.000000
actuation_noise,robust_domain_randomized_mpc,1,20,0.450000,0.223700,0.153935,0.021173,0.048530,0.021450,0.091738,0.023498,0.769521,0.057914,0.000000,0.000000,0.502459,0.000000,0.000000
actuation_noise,robust_domain_randomized_mpc,2,20,0.450000,0.223700,0.180192,0.038135,0.069812,0.032455,0.111861,0.031397,0.710130,0.078907,0.050000,0.098000,0.441070,0.000000,0.000000
actuation_noise,robust_domain_randomized_mpc,3,20,0.350000,0.214472,0.158851,0.019843,0.039569,0.016692,0.104729,0.025215,0.728314,0.061521,0.000000,0.000000,0.396410,0.000000,0.000000
actuation_noise,robust_domain_randomized_mpc,4,20,0.600000,0.220285,0.138956,0.016524,0.027216,0.014794,0.072788,0.018338,0.790498,0.057694,0.000000,0.000000,0.426999,0.000000,0.000000
actuation_noise,robust_domain_randomized_mpc,5,20,0.550000,0.223700,0.146866,0.024225,0.046317,0.018994,0.079624,0.028021,0.796312,0.068152,0.000000,0.000000,0.474878,0.000000,0.000000
actuation_noise,robust_domain_randomized_mpc,6,20,0.300000,0.206058,0.155772,0.018145,0.036870,0.016660,0.099166,0.020575,0.723689,0.059692,0.000000,0.000000,0.397981,0.000000,0.000000
actuation_noise,robust_domain_randomized_mpc,7,20,0.400000,0.220285,0.159070,0.029211,0.053804,0.023389,0.109992,0.032543,0.720429,0.072263,0.000000,0.000000,0.530884,0.000000,0.000000
actuation_noise,source_action_transfer,0,20,0.350000,0.214472,0.181332,0.026956,0.068862,0.027772,0.109176,0.021617,0.720105,0.052364,0.000000,0.000000,0.508525,0.000000,0.000000
actuation_noise,source_action_transfer,1,20,0.250000,0.194706,0.186785,0.022680,0.081381,0.024021,0.115997,0.026686,0.714227,0.058261,0.000000,0.000000,0.449659,0.000000,0.000000
actuation_noise,source_action_transfer,2,20,0.400000,0.220285,0.171699,0.025908,0.061319,0.027125,0.106013,0.031891,0.719743,0.087999,0.000000,0.000000,0.408630,0.000000,0.000000
actuation_noise,source_action_transfer,3,20,0.350000,0.214472,0.172208,0.025830,0.052926,0.030911,0.095533,0.023384,0.750479,0.064594,0.000000,0.000000,0.454709,0.000000,0.000000
actuation_noise,source_action_transfer,4,20,0.450000,0.223700,0.154251,0.022029,0.042510,0.024745,0.090859,0.021118,0.743902,0.061612,0.000000,0.000000,0.462942,0.000000,0.000000
actuation_noise,source_action_transfer,5,20,0.400000,0.220285,0.169856,0.021503,0.069307,0.018836,0.091771,0.021730,0.763247,0.059451,0.000000,0.000000,0.460309,0.000000,0.000000
actuation_noise,source_action_transfer,6,20,0.350000,0.214472,0.159136,0.018398,0.040234,0.019940,0.087603,0.020893,0.762000,0.055495,0.000000,0.000000,0.525322,0.000000,0.000000
actuation_noise,source_action_transfer,7,20,0.400000,0.220285,0.153697,0.021000,0.048431,0.022279,0.080777,0.018794,0.791885,0.046910,0.000000,0.000000,0.463434,0.000000,0.000000
combined_shift,cefv_v4,0,20,0.350000,0.214472,0.183622,0.024412,0.092126,0.029962,0.108338,0.022283,0.748226,0.052177,0.000000,0.000000,1.023996,0.009607,0.000000
combined_shift,cefv_v4,1,20,0.150000,0.160559,0.189207,0.023487,0.070887,0.026726,0.117888,0.021538,0.700353,0.050338,0.000000,0.000000,0.891623,0.015748,0.000000
combined_shift,cefv_v4,2,20,0.250000,0.194706,0.168083,0.030390,0.076007,0.026090,0.098960,0.021797,0.737579,0.060985,0.050000,0.098000,0.956089,0.016135,0.000000
combined_shift,cefv_v4,3,20,0.500000,0.224827,0.186951,0.032785,0.091434,0.035529,0.104444,0.027194,0.753420,0.060200,0.000000,0.000000,1.164135,0.019623,0.000000
combined_shift,cefv_v4,4,20,0.350000,0.214472,0.176758,0.039900,0.055781,0.022281,0.123852,0.035385,0.685698,0.087912,0.000000,0.000000,0.526076,0.019270,0.000000
combined_shift,cefv_v4,5,20,0.500000,0.224827,0.165699,0.033578,0.059566,0.028944,0.101730,0.033647,0.758355,0.076352,0.000000,0.000000,0.790718,0.012305,0.000000
combined_shift,cefv_v4,6,20,0.300000,0.206058,0.190394,0.037541,0.093426,0.037306,0.122043,0.029133,0.707294,0.073098,0.050000,0.098000,0.811714,0.012909,0.000000
combined_shift,cefv_v4,7,20,0.250000,0.194706,0.183667,0.030187,0.081415,0.031707,0.109986,0.023578,0.728143,0.055749,0.000000,0.000000,0.914412,0.015089,0.000000
combined_shift,continuous_force_regression,0,20,0.300000,0.206058,0.192873,0.029421,0.101377,0.032961,0.118464,0.027248,0.722794,0.062879,0.000000,0.000000,1.014438,0.000000,0.000000
combined_shift,continuous_force_regression,1,20,0.150000,0.160559,0.193056,0.039637,0.074737,0.033234,0.129106,0.034316,0.674672,0.075530,0.000000,0.000000,0.961243,0.000000,0.000000
combined_shift,continuous_force_regression,2,20,0.250000,0.194706,0.174358,0.022949,0.082282,0.023780,0.096659,0.020262,0.745415,0.058592,0.000000,0.000000,0.772624,0.000000,0.000000
combined_shift,continuous_force_regression,3,20,0.250000,0.194706,0.198269,0.040102,0.102751,0.040823,0.129011,0.035198,0.688229,0.082028,0.000000,0.000000,1.083231,0.000000,0.000000
combined_shift,continuous_force_regression,4,20,0.150000,0.160559,0.221788,0.043147,0.100811,0.032712,0.162467,0.041065,0.590001,0.105124,0.000000,0.000000,0.518918,0.000000,0.000000
combined_shift,continuous_force_regression,5,20,0.300000,0.206058,0.179266,0.038212,0.073133,0.031289,0.109249,0.027884,0.738087,0.057752,0.050000,0.098000,0.877099,0.000000,0.000000
combined_shift,continuous_force_regression,6,20,0.300000,0.206058,0.176521,0.029386,0.079553,0.030177,0.107504,0.023483,0.741884,0.056571,0.000000,0.000000,0.981786,0.000000,0.000000
combined_shift,continuous_force_regression,7,20,0.300000,0.206058,0.178987,0.036852,0.076735,0.037486,0.122328,0.030880,0.692370,0.078982,0.000000,0.000000,0.819057,0.000000,0.000000
combined_shift,cvar_domain_randomized_mpc,0,20,0.200000,0.179862,0.178594,0.026485,0.087098,0.031112,0.113596,0.019511,0.738568,0.042135,0.000000,0.000000,1.022645,0.000000,0.000000
combined_shift,cvar_domain_randomized_mpc,1,20,0.300000,0.206058,0.193054,0.030240,0.074735,0.023983,0.106475,0.035207,0.734830,0.080237,0.000000,0.000000,0.870588,0.000000,0.000000
combined_shift,cvar_domain_randomized_mpc,2,20,0.500000,0.224827,0.142572,0.026362,0.050496,0.020963,0.075356,0.021211,0.801784,0.059297,0.000000,0.000000,0.903217,0.000000,0.000000
combined_shift,cvar_domain_randomized_mpc,3,20,0.350000,0.214472,0.176752,0.036389,0.081234,0.038255,0.109507,0.029709,0.737426,0.069360,0.000000,0.000000,1.117412,0.000000,0.000000
combined_shift,cvar_domain_randomized_mpc,4,20,0.350000,0.214472,0.197889,0.039723,0.076912,0.029580,0.139288,0.038173,0.649290,0.096793,0.000000,0.000000,0.504124,0.000000,0.000000
combined_shift,cvar_domain_randomized_mpc,5,20,0.450000,0.223700,0.173908,0.042604,0.067776,0.028654,0.107992,0.038350,0.741572,0.081391,0.000000,0.000000,0.843394,0.000000,0.000000
combined_shift,cvar_domain_randomized_mpc,6,20,0.500000,0.224827,0.178533,0.036617,0.081565,0.039163,0.095442,0.026087,0.774793,0.060605,0.050000,0.098000,0.931065,0.000000,0.000000
combined_shift,cvar_domain_randomized_mpc,7,20,0.250000,0.194706,0.172663,0.026164,0.070411,0.031290,0.108875,0.017515,0.724568,0.045389,0.000000,0.000000,0.893187,0.000000,0.000000
combined_shift,geometry_mpc,0,20,0.000000,0.000000,0.365795,0.057219,0.274299,0.050402,0.281893,0.040395,0.344611,0.093597,0.050000,0.098000,1.622720,0.000000,0.000000
combined_shift,geometry_mpc,1,20,0.000000,0.000000,0.332877,0.063902,0.214558,0.056059,0.259080,0.042304,0.335115,0.103338,0.050000,0.098000,1.339637,0.000000,0.000000
combined_shift,geometry_mpc,2,20,0.000000,0.000000,0.311587,0.036087,0.219511,0.033945,0.241423,0.029123,0.370387,0.081879,0.000000,0.000000,1.364288,0.000000,0.000000
combined_shift,geometry_mpc,3,20,0.000000,0.000000,0.329597,0.058496,0.234079,0.061658,0.247955,0.040085,0.402322,0.092496,0.050000,0.098000,1.884574,0.000000,0.000000
combined_shift,geometry_mpc,4,20,0.000000,0.000000,0.405796,0.085533,0.284819,0.070399,0.299560,0.052085,0.233703,0.140002,0.150000,0.160559,0.825840,0.000000,0.000000
combined_shift,geometry_mpc,5,20,0.000000,0.000000,0.369693,0.072478,0.263561,0.056553,0.287841,0.051502,0.306602,0.097125,0.050000,0.098000,1.372407,0.000000,0.000000
combined_shift,geometry_mpc,6,20,0.050000,0.098000,0.328188,0.043918,0.231220,0.043024,0.259239,0.041782,0.377371,0.102390,0.000000,0.000000,1.506266,0.000000,0.000000
combined_shift,geometry_mpc,7,20,0.000000,0.000000,0.323679,0.038689,0.221427,0.034566,0.256240,0.034897,0.359089,0.091585,0.000000,0.000000,1.588879,0.000000,0.000000
combined_shift,oracle_embodiment_mpc,0,20,0.850000,0.160559,0.091496,0.015920,0.000000,0.000000,0.042038,0.010913,0.902268,0.025493,0.000000,0.000000,1.187447,0.000000,0.000000
combined_shift,oracle_embodiment_mpc,1,20,0.400000,0.220285,0.118320,0.020633,0.000000,0.000000,0.087619,0.023821,0.775493,0.062050,0.000000,0.000000,1.006772,0.000000,0.000000
combined_shift,oracle_embodiment_mpc,2,20,0.850000,0.160559,0.092076,0.015204,0.000000,0.000000,0.048049,0.013249,0.871230,0.037824,0.000000,0.000000,1.096983,0.000000,0.000000
combined_shift,oracle_embodiment_mpc,3,20,0.850000,0.160559,0.095518,0.011562,0.000000,0.000000,0.049735,0.010506,0.879737,0.024733,0.000000,0.000000,1.427560,0.000000,0.000000
combined_shift,oracle_embodiment_mpc,4,20,0.550000,0.223700,0.120977,0.023239,0.000000,0.000000,0.081939,0.020226,0.792587,0.051716,0.000000,0.000000,0.553506,0.000000,0.000000
combined_shift,oracle_embodiment_mpc,5,20,0.750000,0.194706,0.106133,0.019075,0.000000,0.000000,0.059124,0.022100,0.858509,0.045546,0.000000,0.000000,0.911028,0.000000,0.000000
combined_shift,oracle_embodiment_mpc,6,20,0.850000,0.160559,0.096968,0.012703,0.000000,0.000000,0.044349,0.010229,0.892107,0.028844,0.000000,0.000000,1.116941,0.000000,0.000000
combined_shift,oracle_embodiment_mpc,7,20,0.700000,0.206058,0.102252,0.014837,0.000000,0.000000,0.064106,0.014598,0.834787,0.043871,0.000000,0.000000,1.032987,0.000000,0.000000
combined_shift,random_shooting,0,20,0.100000,0.134896,0.369029,0.083385,0.277533,0.079194,0.292020,0.076028,0.315683,0.178881,0.000000,0.000000,1.464633,0.000000,0.000000
combined_shift,random_shooting,1,20,0.000000,0.000000,0.366753,0.052645,0.248434,0.050056,0.302555,0.050734,0.217709,0.141553,0.000000,0.000000,0.919255,0.000000,0.000000
combined_shift,random_shooting,2,20,0.100000,0.134896,0.257941,0.040159,0.165865,0.040103,0.190186,0.039468,0.501855,0.102395,0.000000,0.000000,1.211611,0.000000,0.000000
combined_shift,random_shooting,3,20,0.000000,0.000000,0.314729,0.065150,0.219211,0.064828,0.229694,0.049233,0.433322,0.129169,0.050000,0.098000,1.270224,0.000000,0.000000
combined_shift,random_shooting,4,20,0.100000,0.134896,0.397209,0.112831,0.276233,0.097437,0.295785,0.085811,0.252957,0.216800,0.150000,0.160559,0.697450,0.000000,0.000000
combined_shift,random_shooting,5,20,0.200000,0.179862,0.312257,0.065624,0.206125,0.059560,0.247944,0.063641,0.398588,0.152699,0.000000,0.000000,1.089415,0.000000,0.000000
combined_shift,random_shooting,6,20,0.050000,0.098000,0.326152,0.061034,0.229184,0.063063,0.262039,0.057325,0.359865,0.147961,0.000000,0.000000,1.418789,0.000000,0.000000
combined_shift,random_shooting,7,20,0.050000,0.098000,0.336049,0.057689,0.233797,0.053359,0.273957,0.057315,0.317439,0.157709,0.000000,0.000000,0.991448,0.000000,0.000000
combined_shift,raw_force_scalar,0,20,0.050000,0.098000,0.279629,0.046238,0.188133,0.040008,0.217710,0.043278,0.501835,0.096072,0.000000,0.000000,0.889561,0.000000,0.000000
combined_shift,raw_force_scalar,1,20,0.100000,0.134896,0.282552,0.099510,0.164232,0.088486,0.197516,0.072662,0.507697,0.164934,0.050000,0.098000,0.631836,0.000000,0.000000
combined_shift,raw_force_scalar,2,20,0.250000,0.194706,0.203769,0.049383,0.111693,0.042719,0.136467,0.044909,0.657774,0.101248,0.000000,0.000000,0.757795,0.000000,0.000000
combined_shift,raw_force_scalar,3,20,0.050000,0.098000,0.282963,0.047420,0.187445,0.049252,0.200743,0.038422,0.520377,0.082423,0.050000,0.098000,1.032045,0.000000,0.000000
combined_shift,raw_force_scalar,4,20,0.100000,0.134896,0.293543,0.048866,0.172566,0.045836,0.219558,0.045453,0.449692,0.113176,0.050000,0.098000,0.550395,0.000000,0.000000
combined_shift,raw_force_scalar,5,20,0.100000,0.134896,0.305910,0.087038,0.199777,0.075687,0.210865,0.065988,0.493554,0.142855,0.150000,0.160559,0.719727,0.000000,0.000000
combined_shift,raw_force_scalar,6,20,0.050000,0.098000,0.238859,0.041251,0.141891,0.038256,0.171867,0.037602,0.583823,0.096162,0.000000,0.000000,0.852336,0.000000,0.000000
