split,method,seed,episodes,success_rate,success_ci95,energy_mean,energy_ci95,energy_regret_mean,energy_regret_ci95,final_distance_mean,final_distance_ci95,normalized_progress_mean,normalized_progress_ci95,failure_rate,failure_ci95,normal_impulse_mean,token_uncertainty_mean,robust_anchor_weight_mean
combined_shift,raw_force_scalar,7,20,0.150000,0.160559,0.240011,0.038628,0.137758,0.037502,0.166367,0.028155,0.579115,0.075323,0.050000,0.098000,0.780512,0.000000,0.000000
combined_shift,rc_fev_no_online,0,20,0.200000,0.179862,0.184233,0.023140,0.092736,0.029620,0.114126,0.019213,0.738285,0.041336,0.000000,0.000000,1.004445,0.104137,0.532682
combined_shift,rc_fev_no_online,1,20,0.250000,0.194706,0.188168,0.030212,0.069848,0.023377,0.108670,0.034254,0.727768,0.078173,0.000000,0.000000,0.854477,0.108445,0.537541
combined_shift,rc_fev_no_online,2,20,0.500000,0.224827,0.145217,0.025234,0.053141,0.019996,0.077663,0.021036,0.795661,0.058903,0.000000,0.000000,0.899112,0.105921,0.534662
combined_shift,rc_fev_no_online,3,20,0.350000,0.214472,0.168533,0.033754,0.073016,0.035627,0.106204,0.028004,0.745057,0.065881,0.000000,0.000000,1.169466,0.110538,0.539873
combined_shift,rc_fev_no_online,4,20,0.300000,0.206058,0.195758,0.040152,0.074782,0.029923,0.140613,0.037770,0.645400,0.095917,0.000000,0.000000,0.514169,0.102519,0.530977
combined_shift,rc_fev_no_online,5,20,0.450000,0.223700,0.179766,0.045494,0.073633,0.032470,0.113031,0.043738,0.731340,0.093697,0.000000,0.000000,0.799055,0.103577,0.531591
combined_shift,rc_fev_no_online,6,20,0.400000,0.220285,0.175324,0.037226,0.078356,0.039829,0.098078,0.023973,0.764917,0.057256,0.050000,0.098000,0.884496,0.104966,0.533706
combined_shift,rc_fev_no_online,7,20,0.300000,0.206058,0.167342,0.024959,0.065089,0.030013,0.101879,0.016577,0.743192,0.042447,0.000000,0.000000,0.900332,0.104348,0.532497
combined_shift,rc_fev_v5,0,20,0.200000,0.179862,0.184233,0.023140,0.092736,0.029620,0.114126,0.019213,0.738285,0.041336,0.000000,0.000000,1.004445,0.108862,0.459190
combined_shift,rc_fev_v5,1,20,0.250000,0.194706,0.192809,0.030330,0.074489,0.024132,0.110019,0.034337,0.724775,0.078112,0.000000,0.000000,0.851760,0.107149,0.457069
combined_shift,rc_fev_v5,2,20,0.500000,0.224827,0.143028,0.024663,0.050952,0.019816,0.078063,0.021080,0.794558,0.059058,0.000000,0.000000,0.939982,0.109950,0.460186
combined_shift,rc_fev_v5,3,20,0.350000,0.214472,0.172118,0.033661,0.076601,0.035632,0.105699,0.028164,0.745392,0.066991,0.000000,0.000000,1.148411,0.115804,0.466706
combined_shift,rc_fev_v5,4,20,0.300000,0.206058,0.195758,0.040152,0.074782,0.029923,0.140613,0.037770,0.645400,0.095917,0.000000,0.000000,0.514169,0.106484,0.456500
combined_shift,rc_fev_v5,5,20,0.450000,0.223700,0.179766,0.045494,0.073633,0.032470,0.113031,0.043738,0.731340,0.093697,0.000000,0.000000,0.799055,0.108754,0.458522
combined_shift,rc_fev_v5,6,20,0.450000,0.223700,0.173668,0.037263,0.076700,0.040060,0.094278,0.024235,0.775542,0.056648,0.050000,0.098000,0.917399,0.106879,0.456818
combined_shift,rc_fev_v5,7,20,0.250000,0.194706,0.168301,0.024973,0.066049,0.029684,0.106089,0.016233,0.730547,0.044187,0.000000,0.000000,0.904064,0.111183,0.461493
combined_shift,robust_domain_randomized_mpc,0,20,0.150000,0.160559,0.185924,0.023083,0.094428,0.031052,0.117058,0.018569,0.730219,0.040414,0.000000,0.000000,1.026364,0.000000,0.000000
combined_shift,robust_domain_randomized_mpc,1,20,0.250000,0.194706,0.181460,0.031288,0.063140,0.023516,0.107071,0.034715,0.730259,0.079615,0.000000,0.000000,0.805984,0.000000,0.000000
combined_shift,robust_domain_randomized_mpc,2,20,0.500000,0.224827,0.143768,0.025133,0.051692,0.019754,0.078208,0.021238,0.794206,0.059430,0.000000,0.000000,0.896659,0.000000,0.000000
combined_shift,robust_domain_randomized_mpc,3,20,0.400000,0.220285,0.167835,0.029320,0.072318,0.031766,0.101623,0.027071,0.755076,0.064524,0.000000,0.000000,1.165198,0.000000,0.000000
combined_shift,robust_domain_randomized_mpc,4,20,0.350000,0.214472,0.201264,0.041693,0.080288,0.030622,0.136777,0.039127,0.657078,0.098451,0.000000,0.000000,0.515416,0.000000,0.000000
combined_shift,robust_domain_randomized_mpc,5,20,0.500000,0.224827,0.179369,0.045582,0.073236,0.032530,0.112618,0.043814,0.732424,0.093877,0.000000,0.000000,0.808591,0.000000,0.000000
combined_shift,robust_domain_randomized_mpc,6,20,0.300000,0.206058,0.178773,0.037024,0.081805,0.039390,0.107693,0.023613,0.741144,0.057841,0.050000,0.098000,0.886358,0.000000,0.000000
combined_shift,robust_domain_randomized_mpc,7,20,0.300000,0.206058,0.175492,0.025539,0.073239,0.029733,0.107724,0.018577,0.728200,0.047881,0.000000,0.000000,0.858581,0.000000,0.000000
combined_shift,source_action_transfer,0,20,0.300000,0.206058,0.193453,0.026265,0.101957,0.031042,0.118757,0.027109,0.726828,0.059434,0.000000,0.000000,0.983587,0.000000,0.000000
combined_shift,source_action_transfer,1,20,0.250000,0.194706,0.185725,0.025311,0.067405,0.026006,0.105795,0.023782,0.732799,0.053990,0.000000,0.000000,0.791623,0.000000,0.000000
combined_shift,source_action_transfer,2,20,0.300000,0.206058,0.162791,0.015993,0.070715,0.023367,0.093029,0.014141,0.757504,0.040180,0.000000,0.000000,0.859316,0.000000,0.000000
combined_shift,source_action_transfer,3,20,0.400000,0.220285,0.199697,0.025050,0.104180,0.026714,0.114848,0.025010,0.724636,0.058566,0.000000,0.000000,1.094257,0.000000,0.000000
combined_shift,source_action_transfer,4,20,0.350000,0.214472,0.208034,0.034695,0.087057,0.029691,0.127388,0.034962,0.684525,0.083151,0.000000,0.000000,0.515562,0.000000,0.000000
combined_shift,source_action_transfer,5,20,0.450000,0.223700,0.182327,0.037554,0.076194,0.029983,0.109477,0.042435,0.740550,0.090631,0.000000,0.000000,0.808406,0.000000,0.000000
combined_shift,source_action_transfer,6,20,0.450000,0.223700,0.170364,0.027324,0.073396,0.032759,0.092502,0.026297,0.780654,0.060505,0.000000,0.000000,0.828094,0.000000,0.000000
combined_shift,source_action_transfer,7,20,0.300000,0.206058,0.195677,0.029341,0.093425,0.033920,0.114096,0.024861,0.719779,0.057612,0.000000,0.000000,0.933345,0.000000,0.000000
heavy_object,cefv_v4,0,20,0.300000,0.206058,0.170700,0.024346,0.070485,0.026577,0.096966,0.024871,0.728534,0.075641,0.000000,0.000000,0.888071,0.007731,0.000000
heavy_object,cefv_v4,1,20,0.150000,0.160559,0.127818,0.011191,0.030716,0.012866,0.098033,0.012425,0.716095,0.045307,0.000000,0.000000,0.759297,0.021672,0.000000
heavy_object,cefv_v4,2,20,0.350000,0.214472,0.149123,0.025164,0.054828,0.022392,0.113055,0.026153,0.688282,0.069314,0.000000,0.000000,0.904289,0.018810,0.000000
heavy_object,cefv_v4,3,20,0.550000,0.223700,0.149880,0.020984,0.038561,0.019897,0.073311,0.021647,0.803587,0.053638,0.000000,0.000000,0.928595,0.017674,0.000000
heavy_object,cefv_v4,4,20,0.500000,0.224827,0.145142,0.016653,0.036820,0.018516,0.083709,0.019799,0.774490,0.052146,0.000000,0.000000,1.154925,0.013426,0.000000
heavy_object,cefv_v4,5,20,0.350000,0.214472,0.135238,0.015160,0.032952,0.009266,0.087481,0.015245,0.744661,0.045538,0.000000,0.000000,1.036970,0.014826,0.000000
heavy_object,cefv_v4,6,20,0.500000,0.224827,0.136084,0.015468,0.030261,0.014471,0.072998,0.020936,0.801706,0.056063,0.000000,0.000000,0.803115,0.010776,0.000000
heavy_object,cefv_v4,7,20,0.650000,0.214472,0.138161,0.017853,0.033172,0.016207,0.067234,0.016292,0.807490,0.047478,0.000000,0.000000,1.087903,0.015178,0.000000
heavy_object,continuous_force_regression,0,20,0.300000,0.206058,0.153267,0.018409,0.053052,0.020129,0.099516,0.019077,0.729808,0.053317,0.000000,0.000000,0.932390,0.000000,0.000000
heavy_object,continuous_force_regression,1,20,0.350000,0.214472,0.142416,0.016995,0.045314,0.016614,0.081742,0.020050,0.764747,0.060792,0.000000,0.000000,0.841983,0.000000,0.000000
heavy_object,continuous_force_regression,2,20,0.450000,0.223700,0.144523,0.026562,0.050229,0.022972,0.093419,0.023647,0.746637,0.056476,0.000000,0.000000,0.902301,0.000000,0.000000
heavy_object,continuous_force_regression,3,20,0.250000,0.194706,0.145186,0.018816,0.033866,0.015288,0.093768,0.016553,0.738724,0.047700,0.000000,0.000000,0.907577,0.000000,0.000000
heavy_object,continuous_force_regression,4,20,0.450000,0.223700,0.142557,0.022520,0.034235,0.020682,0.087837,0.021531,0.766536,0.052757,0.000000,0.000000,1.161253,0.000000,0.000000
heavy_object,continuous_force_regression,5,20,0.350000,0.214472,0.156730,0.026984,0.054444,0.023518,0.096400,0.018807,0.719451,0.053070,0.000000,0.000000,1.131410,0.000000,0.000000
heavy_object,continuous_force_regression,6,20,0.300000,0.206058,0.138629,0.024655,0.032807,0.019820,0.093234,0.020250,0.746644,0.051672,0.000000,0.000000,0.860398,0.000000,0.000000
heavy_object,continuous_force_regression,7,20,0.450000,0.223700,0.141187,0.017930,0.036198,0.015368,0.079713,0.016255,0.773051,0.045096,0.000000,0.000000,1.100945,0.000000,0.000000
heavy_object,cvar_domain_randomized_mpc,0,20,0.400000,0.220285,0.144188,0.021033,0.043973,0.019034,0.079540,0.023464,0.782326,0.065923,0.000000,0.000000,0.928056,0.000000,0.000000
heavy_object,cvar_domain_randomized_mpc,1,20,0.450000,0.223700,0.126254,0.009794,0.029152,0.015090,0.076882,0.017739,0.784617,0.048541,0.000000,0.000000,0.743378,0.000000,0.000000
heavy_object,cvar_domain_randomized_mpc,2,20,0.500000,0.224827,0.127253,0.017433,0.032958,0.013695,0.080838,0.018788,0.774900,0.049671,0.000000,0.000000,0.933042,0.000000,0.000000
heavy_object,cvar_domain_randomized_mpc,3,20,0.600000,0.220285,0.137435,0.014832,0.026116,0.013099,0.070995,0.019577,0.804201,0.056347,0.000000,0.000000,0.895309,0.000000,0.000000
heavy_object,cvar_domain_randomized_mpc,4,20,0.650000,0.214472,0.127872,0.012006,0.019550,0.010864,0.072359,0.020406,0.803242,0.054436,0.000000,0.000000,1.117330,0.000000,0.000000
heavy_object,cvar_domain_randomized_mpc,5,20,0.750000,0.194706,0.125058,0.015075,0.022772,0.011713,0.058049,0.017022,0.839364,0.040464,0.000000,0.000000,1.151506,0.000000,0.000000
heavy_object,cvar_domain_randomized_mpc,6,20,0.600000,0.220285,0.131056,0.013523,0.025233,0.010984,0.065156,0.015835,0.824100,0.042431,0.000000,0.000000,0.730340,0.000000,0.000000
heavy_object,cvar_domain_randomized_mpc,7,20,0.500000,0.224827,0.125868,0.014463,0.020879,0.010600,0.071081,0.018120,0.792543,0.055813,0.000000,0.000000,1.101625,0.000000,0.000000
heavy_object,geometry_mpc,0,20,0.000000,0.000000,0.346754,0.032132,0.246539,0.027323,0.272260,0.031073,0.259380,0.082054,0.000000,0.000000,1.372344,0.000000,0.000000
heavy_object,geometry_mpc,1,20,0.000000,0.000000,0.322787,0.033829,0.225686,0.027678,0.248178,0.030611,0.297220,0.080857,0.000000,0.000000,1.222207,0.000000,0.000000
heavy_object,geometry_mpc,2,20,0.000000,0.000000,0.320980,0.040803,0.226686,0.038851,0.257978,0.034650,0.298382,0.063510,0.000000,0.000000,1.427809,0.000000,0.000000
heavy_object,geometry_mpc,3,20,0.000000,0.000000,0.318495,0.033773,0.207175,0.031764,0.250793,0.028148,0.313873,0.070771,0.000000,0.000000,1.237754,0.000000,0.000000
heavy_object,geometry_mpc,4,20,0.000000,0.000000,0.323447,0.039385,0.215125,0.034703,0.270218,0.035897,0.262293,0.098570,0.000000,0.000000,1.596163,0.000000,0.000000
heavy_object,geometry_mpc,5,20,0.000000,0.000000,0.312172,0.037640,0.209886,0.032461,0.244765,0.030429,0.294428,0.072551,0.000000,0.000000,1.495223,0.000000,0.000000
heavy_object,geometry_mpc,6,20,0.000000,0.000000,0.308347,0.031864,0.202524,0.028484,0.245350,0.028794,0.332183,0.071872,0.000000,0.000000,1.347047,0.000000,0.000000
heavy_object,geometry_mpc,7,20,0.000000,0.000000,0.310408,0.039578,0.205418,0.039250,0.238503,0.029144,0.322797,0.064240,0.000000,0.000000,1.601443,0.000000,0.000000
heavy_object,oracle_embodiment_mpc,0,20,0.800000,0.179862,0.100215,0.012944,0.000000,0.000000,0.048221,0.015190,0.867385,0.041116,0.000000,0.000000,1.067178,0.000000,0.000000
heavy_object,oracle_embodiment_mpc,1,20,0.750000,0.194706,0.097102,0.014369,0.000000,0.000000,0.053321,0.015606,0.853179,0.040446,0.000000,0.000000,0.912353,0.000000,0.000000
heavy_object,oracle_embodiment_mpc,2,20,0.900000,0.134896,0.094295,0.011702,0.000000,0.000000,0.037854,0.011577,0.892799,0.032478,0.000000,0.000000,0.980718,0.000000,0.000000
heavy_object,oracle_embodiment_mpc,3,20,0.800000,0.179862,0.111320,0.009643,0.000000,0.000000,0.049180,0.012755,0.864941,0.035863,0.000000,0.000000,0.950646,0.000000,0.000000
heavy_object,oracle_embodiment_mpc,4,20,0.750000,0.194706,0.108322,0.010806,0.000000,0.000000,0.056669,0.016139,0.844408,0.045387,0.000000,0.000000,1.357434,0.000000,0.000000
heavy_object,oracle_embodiment_mpc,5,20,0.800000,0.179862,0.102286,0.008672,0.000000,0.000000,0.050724,0.010408,0.851111,0.031667,0.000000,0.000000,1.085535,0.000000,0.000000
heavy_object,oracle_embodiment_mpc,6,20,0.700000,0.206058,0.105823,0.011261,0.000000,0.000000,0.056729,0.013580,0.843051,0.041507,0.000000,0.000000,0.964325,0.000000,0.000000
heavy_object,oracle_embodiment_mpc,7,20,0.800000,0.179862,0.104989,0.012794,0.000000,0.000000,0.047213,0.012534,0.868701,0.031326,0.000000,0.000000,1.131903,0.000000,0.000000
heavy_object,random_shooting,0,20,0.050000,0.098000,0.351485,0.051477,0.251271,0.053361,0.288159,0.052757,0.203236,0.150880,0.000000,0.000000,1.056503,0.000000,0.000000
heavy_object,random_shooting,1,20,0.050000,0.098000,0.310935,0.091187,0.213833,0.081137,0.230244,0.072875,0.344796,0.210604,0.050000,0.098000,1.077763,0.000000,0.000000
heavy_object,random_shooting,2,20,0.000000,0.000000,0.377004,0.083797,0.282709,0.085488,0.284699,0.058130,0.213330,0.144683,0.100000,0.134896,1.270736,0.000000,0.000000
heavy_object,random_shooting,3,20,0.100000,0.134896,0.325595,0.062279,0.214275,0.064785,0.257025,0.064825,0.313536,0.157132,0.000000,0.000000,1.075942,0.000000,0.000000
heavy_object,random_shooting,4,20,0.050000,0.098000,0.388446,0.055824,0.280124,0.053870,0.318110,0.057581,0.135051,0.163138,0.000000,0.000000,1.391045,0.000000,0.000000
heavy_object,random_shooting,5,20,0.050000,0.098000,0.258770,0.048972,0.156484,0.049748,0.193494,0.053648,0.445751,0.143500,0.000000,0.000000,1.007373,0.000000,0.000000
heavy_object,random_shooting,6,20,0.000000,0.000000,0.355672,0.059194,0.249849,0.063053,0.283877,0.052251,0.230808,0.137834,0.000000,0.000000,1.151573,0.000000,0.000000
heavy_object,random_shooting,7,20,0.050000,0.098000,0.357296,0.054247,0.252306,0.050834,0.291116,0.051012,0.166747,0.136423,0.000000,0.000000,1.167007,0.000000,0.000000
heavy_object,raw_force_scalar,0,20,0.050000,0.098000,0.244266,0.037404,0.144051,0.040195,0.172174,0.028624,0.525273,0.086112,0.000000,0.000000,0.844586,0.000000,0.000000
heavy_object,raw_force_scalar,1,20,0.050000,0.098000,0.211277,0.042589,0.114176,0.037137,0.155507,0.041435,0.556784,0.116068,0.000000,0.000000,0.849916,0.000000,0.000000
heavy_object,raw_force_scalar,2,20,0.100000,0.134896,0.214393,0.035085,0.120098,0.034888,0.156960,0.032087,0.568426,0.078703,0.000000,0.000000,0.944082,0.000000,0.000000
heavy_object,raw_force_scalar,3,20,0.000000,0.000000,0.224687,0.029267,0.113367,0.031921,0.150466,0.026379,0.588184,0.069640,0.000000,0.000000,0.842015,0.000000,0.000000
heavy_object,raw_force_scalar,4,20,0.050000,0.098000,0.241723,0.035843,0.133401,0.035485,0.169787,0.031921,0.543142,0.081458,0.000000,0.000000,1.054032,0.000000,0.000000
heavy_object,raw_force_scalar,5,20,0.050000,0.098000,0.259003,0.036920,0.156717,0.036120,0.183662,0.036245,0.462185,0.105438,0.000000,0.000000,0.982534,0.000000,0.000000
heavy_object,raw_force_scalar,6,20,0.100000,0.134896,0.240960,0.034321,0.135137,0.033529,0.162154,0.032201,0.557529,0.088484,0.000000,0.000000,0.837993,0.000000,0.000000
heavy_object,raw_force_scalar,7,20,0.150000,0.160559,0.211240,0.030124,0.106250,0.024832,0.142312,0.023496,0.590227,0.068543,0.000000,0.000000,0.975026,0.000000,0.000000
heavy_object,rc_fev_no_online,0,20,0.400000,0.220285,0.144614,0.019796,0.044400,0.016927,0.081933,0.023210,0.777665,0.064580,0.000000,0.000000,0.994498,0.102478,0.530536
heavy_object,rc_fev_no_online,1,20,0.400000,0.220285,0.125610,0.009733,0.028508,0.014831,0.078398,0.017783,0.781082,0.048071,0.000000,0.000000,0.826683,0.106867,0.535907
heavy_object,rc_fev_no_online,2,20,0.550000,0.223700,0.126707,0.017578,0.032412,0.013912,0.076584,0.019862,0.789850,0.051219,0.000000,0.000000,0.918577,0.108881,0.538047
heavy_object,rc_fev_no_online,3,20,0.650000,0.214472,0.136493,0.014368,0.025173,0.013705,0.069271,0.019691,0.808957,0.056819,0.000000,0.000000,0.883241,0.102292,0.530492
heavy_object,rc_fev_no_online,4,20,0.700000,0.206058,0.128532,0.012039,0.020210,0.010756,0.068825,0.020098,0.813675,0.052759,0.000000,0.000000,1.107476,0.102785,0.531039
heavy_object,rc_fev_no_online,5,20,0.750000,0.194706,0.125058,0.015075,0.022772,0.011713,0.058049,0.017022,0.839364,0.040464,0.000000,0.000000,1.151506,0.104290,0.532686
heavy_object,rc_fev_no_online,6,20,0.600000,0.220285,0.131056,0.013523,0.025233,0.010984,0.065156,0.015835,0.824100,0.042431,0.000000,0.000000,0.730340,0.102894,0.531214
heavy_object,rc_fev_no_online,7,20,0.700000,0.206058,0.120335,0.014299,0.015346,0.009621,0.051809,0.016526,0.857462,0.040959,0.000000,0.000000,1.105546,0.099839,0.527683
heavy_object,rc_fev_v5,0,20,0.400000,0.220285,0.144614,0.019796,0.044400,0.016927,0.081933,0.023210,0.777665,0.064580,0.000000,0.000000,0.994498,0.103796,0.452942
heavy_object,rc_fev_v5,1,20,0.450000,0.223700,0.125634,0.009906,0.028532,0.015284,0.074226,0.017954,0.794382,0.047371,0.000000,0.000000,0.819433,0.107204,0.457166
heavy_object,rc_fev_v5,2,20,0.500000,0.224827,0.127253,0.017433,0.032958,0.013695,0.080838,0.018788,0.774900,0.049671,0.000000,0.000000,0.933042,0.111727,0.462182
heavy_object,rc_fev_v5,3,20,0.650000,0.214472,0.135219,0.014178,0.023899,0.013196,0.068323,0.020063,0.811181,0.057753,0.000000,0.000000,0.887109,0.104816,0.454330
heavy_object,rc_fev_v5,4,20,0.650000,0.214472,0.127872,0.012006,0.019550,0.010864,0.072359,0.020406,0.803242,0.054436,0.000000,0.000000,1.117330,0.105149,0.454656
heavy_object,rc_fev_v5,5,20,0.750000,0.194706,0.125058,0.015075,0.022772,0.011713,0.058049,0.017022,0.839364,0.040464,0.000000,0.000000,1.151506,0.106068,0.455648
heavy_object,rc_fev_v5,6,20,0.600000,0.220285,0.131056,0.013523,0.025233,0.010984,0.065156,0.015835,0.824100,0.042431,0.000000,0.000000,0.730340,0.104488,0.453948
heavy_object,rc_fev_v5,7,20,0.700000,0.206058,0.120335,0.014299,0.015346,0.009621,0.051809,0.016526,0.857462,0.040959,0.000000,0.000000,1.105546,0.102907,0.452205
heavy_object,robust_domain_randomized_mpc,0,20,0.400000,0.220285,0.147779,0.019839,0.047565,0.016377,0.085474,0.024179,0.768380,0.066768,0.000000,0.000000,0.953170,0.000000,0.000000
heavy_object,robust_domain_randomized_mpc,1,20,0.400000,0.220285,0.123170,0.009240,0.026068,0.013180,0.076534,0.018219,0.789101,0.047080,0.000000,0.000000,0.841004,0.000000,0.000000
heavy_object,robust_domain_randomized_mpc,2,20,0.450000,0.223700,0.125069,0.016933,0.030774,0.012214,0.086422,0.020512,0.761518,0.051585,0.000000,0.000000,0.951699,0.000000,0.000000
heavy_object,robust_domain_randomized_mpc,3,20,0.650000,0.214472,0.136493,0.014368,0.025173,0.013705,0.069271,0.019691,0.808957,0.056819,0.000000,0.000000,0.883241,0.000000,0.000000
heavy_object,robust_domain_randomized_mpc,4,20,0.750000,0.194706,0.128510,0.012034,0.020188,0.010735,0.064890,0.019183,0.823619,0.051029,0.000000,0.000000,1.114343,0.000000,0.000000
heavy_object,robust_domain_randomized_mpc,5,20,0.750000,0.194706,0.126005,0.015381,0.023719,0.012148,0.057871,0.017024,0.839789,0.040519,0.000000,0.000000,1.153582,0.000000,0.000000
heavy_object,robust_domain_randomized_mpc,6,20,0.550000,0.223700,0.131945,0.013617,0.026122,0.010748,0.068249,0.015416,0.816092,0.041099,0.000000,0.000000,0.726465,0.000000,0.000000
heavy_object,robust_domain_randomized_mpc,7,20,0.650000,0.214472,0.120562,0.014417,0.015573,0.009648,0.057073,0.018624,0.843008,0.047248,0.000000,0.000000,1.093746,0.000000,0.000000
heavy_object,source_action_transfer,0,20,0.500000,0.224827,0.158023,0.016514,0.057808,0.019168,0.083127,0.021604,0.770246,0.064052,0.000000,0.000000,0.920140,0.000000,0.000000
heavy_object,source_action_transfer,1,20,0.450000,0.223700,0.143463,0.018158,0.046361,0.021968,0.079277,0.023366,0.784349,0.060971,0.000000,0.000000,0.858343,0.000000,0.000000
heavy_object,source_action_transfer,2,20,0.600000,0.220285,0.133027,0.020060,0.038732,0.020235,0.071920,0.025868,0.804810,0.065795,0.000000,0.000000,0.933319,0.000000,0.000000
heavy_object,source_action_transfer,3,20,0.650000,0.214472,0.145763,0.011302,0.034443,0.014257,0.065244,0.020150,0.821360,0.055942,0.000000,0.000000,0.884996,0.000000,0.000000
heavy_object,source_action_transfer,4,20,0.550000,0.223700,0.153745,0.017061,0.045423,0.018387,0.080492,0.021665,0.787145,0.053793,0.000000,0.000000,1.163878,0.000000,0.000000
heavy_object,source_action_transfer,5,20,0.750000,0.194706,0.127154,0.012396,0.024868,0.009538,0.058503,0.016115,0.826915,0.052023,0.000000,0.000000,1.075644,0.000000,0.000000
heavy_object,source_action_transfer,6,20,0.550000,0.223700,0.141865,0.016396,0.036042,0.018202,0.068475,0.023149,0.813776,0.059719,0.000000,0.000000,0.825262,0.000000,0.000000
heavy_object,source_action_transfer,7,20,0.850000,0.160559,0.133504,0.010047,0.028514,0.014561,0.054163,0.015608,0.847233,0.043907,0.000000,0.000000,1.086337,0.000000,0.000000
heldout_high_gain,cefv_v4,0,20,0.300000,0.206058,0.186412,0.033086,0.056226,0.027638,0.121029,0.027923,0.668096,0.069461,0.050000,0.098000,0.517112,0.014201,0.000000
heldout_high_gain,cefv_v4,1,20,0.100000,0.134896,0.185590,0.017525,0.045880,0.017113,0.133506,0.022471,0.616829,0.071143,0.000000,0.000000,0.521651,0.014119,0.000000
heldout_high_gain,cefv_v4,2,20,0.200000,0.179862,0.186704,0.029370,0.053954,0.022350,0.145390,0.027096,0.582626,0.073778,0.000000,0.000000,0.508094,0.014458,0.000000
heldout_high_gain,cefv_v4,3,20,0.450000,0.223700,0.172382,0.026111,0.038376,0.021278,0.093650,0.030168,0.726679,0.086517,0.000000,0.000000,0.554362,0.005876,0.000000
heldout_high_gain,cefv_v4,4,20,0.150000,0.160559,0.201187,0.030128,0.057270,0.019227,0.127693,0.026296,0.660616,0.074491,0.050000,0.098000,0.572831,0.010259,0.000000
heldout_high_gain,cefv_v4,5,20,0.100000,0.134896,0.176815,0.024340,0.044328,0.020136,0.140080,0.028537,0.632894,0.072724,0.000000,0.000000,0.545352,0.013426,0.000000
heldout_high_gain,cefv_v4,6,20,0.350000,0.214472,0.156874,0.027985,0.033638,0.021066,0.083685,0.016313,0.774340,0.046547,0.050000,0.098000,0.475818,0.010181,0.000000
heldout_high_gain,cefv_v4,7,20,0.450000,0.223700,0.175884,0.015792,0.044041,0.016884,0.099556,0.023250,0.718284,0.066078,0.000000,0.000000,0.618454,0.003168,0.000000
heldout_high_gain,continuous_force_regression,0,20,0.300000,0.206058,0.177543,0.030245,0.047357,0.024706,0.126605,0.027113,0.643719,0.077517,0.000000,0.000000,0.552343,0.000000,0.000000
heldout_high_gain,continuous_force_regression,1,20,0.150000,0.160559,0.203937,0.023589,0.064227,0.020419,0.154689,0.027524,0.558403,0.082398,0.000000,0.000000,0.526229,0.000000,0.000000
heldout_high_gain,continuous_force_regression,2,20,0.250000,0.194706,0.184554,0.030178,0.051804,0.023589,0.117410,0.026798,0.661284,0.076760,0.050000,0.098000,0.537308,0.000000,0.000000
heldout_high_gain,continuous_force_regression,3,20,0.100000,0.134896,0.203395,0.034189,0.069388,0.035026,0.144471,0.031033,0.578700,0.081699,0.000000,0.000000,0.492432,0.000000,0.000000
heldout_high_gain,continuous_force_regression,4,20,0.150000,0.160559,0.216643,0.033635,0.072725,0.029422,0.149970,0.030570,0.611181,0.071097,0.100000,0.134896,0.476447,0.000000,0.000000
heldout_high_gain,continuous_force_regression,5,20,0.300000,0.206058,0.175332,0.024855,0.042845,0.016864,0.119953,0.026758,0.688366,0.066014,0.000000,0.000000,0.564892,0.000000,0.000000
heldout_high_gain,continuous_force_regression,6,20,0.150000,0.160559,0.183547,0.043780,0.060310,0.035369,0.137685,0.027513,0.621178,0.081158,0.050000,0.098000,0.372623,0.000000,0.000000
heldout_high_gain,continuous_force_regression,7,20,0.200000,0.179862,0.177827,0.020221,0.045984,0.019300,0.134483,0.024969,0.619623,0.066359,0.000000,0.000000,0.477412,0.000000,0.000000
heldout_high_gain,cvar_domain_randomized_mpc,0,20,0.400000,0.220285,0.160946,0.025765,0.030761,0.015374,0.113685,0.030536,0.686372,0.082318,0.000000,0.000000,0.533294,0.000000,0.000000
heldout_high_gain,cvar_domain_randomized_mpc,1,20,0.500000,0.224827,0.160540,0.017318,0.020830,0.012963,0.089163,0.024978,0.750117,0.070012,0.000000,0.000000,0.508932,0.000000,0.000000
heldout_high_gain,cvar_domain_randomized_mpc,2,20,0.250000,0.194706,0.165298,0.027159,0.032548,0.020884,0.106877,0.022122,0.696635,0.060922,0.050000,0.098000,0.474095,0.000000,0.000000
heldout_high_gain,cvar_domain_randomized_mpc,3,20,0.200000,0.179862,0.177091,0.027615,0.043084,0.026320,0.116067,0.028180,0.666024,0.074634,0.100000,0.134896,0.531034,0.000000,0.000000
heldout_high_gain,cvar_domain_randomized_mpc,4,20,0.300000,0.206058,0.200389,0.035788,0.056471,0.024948,0.107114,0.027372,0.728068,0.060617,0.200000,0.179862,0.520944,0.000000,0.000000
heldout_high_gain,cvar_domain_randomized_mpc,5,20,0.200000,0.179862,0.166813,0.019474,0.034327,0.015244,0.119897,0.019929,0.686065,0.051634,0.000000,0.000000,0.604352,0.000000,0.000000
heldout_high_gain,cvar_domain_randomized_mpc,6,20,0.300000,0.206058,0.160272,0.026745,0.037035,0.020478,0.102851,0.018768,0.720745,0.054081,0.050000,0.098000,0.421772,0.000000,0.000000
heldout_high_gain,cvar_domain_randomized_mpc,7,20,0.250000,0.194706,0.172089,0.023135,0.040246,0.018230,0.125131,0.026641,0.652962,0.068035,0.050000,0.098000,0.536245,0.000000,0.000000
